model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2,reference
 Focus,2019," £19,995",Manual,"1,600",n/a,£150,49.6,Petrol,1,/ad/25485424
 Focus,2017," £12,100",Manual,"13,579",n/a,£145,74.3,Diesel,1.5,/ad/25313801
 Focus,2018," £19,900",Manual,"9,196",n/a,£145,41.5,Petrol,2,/ad/25163490
 Focus,2017," £19,100",Manual,"7,131",n/a,£145,41.5,Petrol,2,/ad/25163492
 Focus,2016," £10,391",Manual,"33,589",n/a,£0,74.3,Diesel,1.5,/ad/25223178
 Focus,2016," £9,399",Manual,"14,944",14,£20,60.1,Petrol,1,/ad/25246177
 Focus,2014," £7,250",Manual,"40,412",14,£30,56.5,Petrol,1,/ad/25351985
 Focus,2016," £10,250",Manual,"30,086",n/a,£0,74.3,Diesel,1.5,/ad/25190625
 Focus,2017," £11,750",Manual,"27,800",n/a,£145,60.1,Petrol,1,/ad/25190632
 Focus,2015," £8,000",Manual,"40,253",14,£20,60.1,Petrol,1,/ad/25190647
 Focus,2018," £13,500",Manual,"9,999",n/a,£145,57.7,Petrol,1,/ad/25190690
 Focus,2016," £15,500",Manual,"13,036",33,£200,41.5,Petrol,2,/ad/25190736
 Focus,2018," £15,498",Manual,"35,090",24,£145,67.3,Diesel,2,/ad/25180213
 Focus,2017," £9,998",Manual,"37,583",11,£150,61.4,Petrol,1,/ad/25481654
 Focus,2015," £7,798",Manual,"43,287",n/a,£0,74.3,Diesel,1.5,/ad/25180312
 Focus,2017," £9,998",Manual,"34,025",14,£20,60.1,Petrol,1,/ad/25376125
 Focus,2019," £17,280",Manual,"7,088",n/a,£145,60.1,Petrol,1,/ad/25223266
 Focus,2015," £7,498",Manual,"46,610",n/a,£0,74.3,Diesel,1.5,/ad/25455501
 Focus,2019," £14,898",Manual,"10,868",n/a,£145,58.9,Petrol,1,/ad/25184224
 Focus,2017," £17,500",Manual,"23,678",n/a,£145,41.5,Petrol,2,/ad/25448065
 Focus,2019," £15,095",Manual,"4,442",n/a,£145,58.9,Petrol,1,/ad/25223207
 Focus,2018," £13,561",Manual,"15,071",n/a,£145,57.7,Petrol,1,/ad/25223220
 Focus,2013," £5,470",Manual,"76,081",15,£20,67.3,Diesel,1.6,/ad/25223233
 Focus,2018," £10,700",Manual,"23,738",n/a,£145,60.1,Petrol,1,/ad/25223234
 Focus,2018," £11,860",Manual,"23,769",n/a,£145,74.3,Diesel,1.5,/ad/25223248
 Focus,2018," £19,427",Manual,"21,863",n/a,£145,41.5,Petrol,2,/ad/25223249
 Focus,2017," £17,337",Manual,"21,661",26,£145,67.3,Diesel,2,/ad/25223258
 Focus,2017," £11,998",Manual,"20,986",n/a,£145,57.7,Petrol,1,/ad/25429863
 Focus,2016," £10,955",Manual,"41,394",n/a,£0,74.3,Diesel,1.5,/ad/25209581
 Focus,2018," £9,980",Manual,"51,198",n/a,£145,74.3,Diesel,1.5,/ad/25333419
 Focus,2017," £12,880",Manual,"19,340",n/a,£145,74.3,Diesel,1.5,/ad/25333455
 Focus,2017," £11,750",Manual,"27,800",n/a,£145,60.1,Petrol,1,/ad/25209067
 Focus,2019," £18,500",Automatic,"3,600",n/a,£145,42.8,Petrol,1,/ad/25440911
 Focus,2019," £18,490",Manual,"11,056",n/a,£145,58.9,Petrol,1,/ad/25223267
 Focus,2019," £18,391",Manual,"8,636",n/a,£145,58.9,Petrol,1,/ad/25223268
 Focus,2019," £15,340",Manual,"7,602",n/a,£145,60.1,Petrol,1,/ad/25223270
 Focus,2019," £15,320",Manual,"9,010",n/a,£145,60.1,Petrol,1,/ad/25223271
 Focus,2019," £15,510",Manual,"4,198",n/a,£145,60.1,Petrol,1,/ad/25223281
 Focus,2018," £18,050",Manual,"22,727",n/a,£145,41.5,Petrol,2,/ad/25223284
 Focus,2019," £15,860",Manual,"10,916",n/a,£145,74.3,Diesel,1.5,/ad/25223286
 Focus,2019," £15,460",Manual,"7,170",n/a,£145,60.1,Petrol,1,/ad/25223290
 Focus,2019," £15,300",Manual,"6,541",n/a,£145,60.1,Petrol,1,/ad/25223291
 Focus,2019," £16,330",Manual,"7,881",n/a,£145,60.1,Petrol,1,/ad/25223312
 Focus,2019," £16,990",Manual,"8,668",n/a,£150,60.1,Petrol,1,/ad/25477309
 Focus,2014," £6,500",Manual,"70,584",14,£30,56.5,Petrol,1,/ad/25480160
 Focus,2017," £11,880",Manual,"30,345",22,£150,70.6,Diesel,2,/ad/25480166
 Focus,2018," £11,680",Manual,"12,500",14,£150,60.1,Petrol,1,/ad/25459502
 Focus,2018," £12,000",Manual,"11,300",14,£150,60.1,Petrol,1,/ad/25459503
 Focus,2017," £10,200",Manual,"31,586",n/a,£145,74.3,Diesel,1.5,/ad/25373421
 Focus,2019," £18,991",Automatic,"2,986",n/a,£145,51.4,Petrol,1,/ad/25219440
 Focus,2019," £17,210",Manual,"6,351",n/a,£145,60.1,Petrol,1,/ad/25219456
 Focus,2019," £17,140",Manual,"7,987",n/a,£145,60.1,Petrol,1,/ad/25219457
 Focus,2017," £11,491",Manual,"31,397",n/a,£125,51.4,Petrol,1.5,/ad/25467555
 Focus,2018," £15,795",Automatic,"5,268",n/a,£145,67.3,Diesel,1.5,/ad/25407461
 Focus,2018," £17,400",Manual,"11,977",n/a,£145,41.5,Petrol,2,/ad/25219517
 Focus,2019," £15,290",Manual,"8,811",n/a,£145,60.1,Petrol,1,/ad/25219525
 Focus,2015," £12,638",Manual,"46,628",26,£20,67.3,Diesel,2,/ad/25393504
 Focus,2014," £5,290",Manual,"59,003",8,£20,67.3,Diesel,1.6,/ad/25471791
 Focus,2013," £6,790",Manual,"34,521",11,£150,47.9,Petrol,1.6,/ad/25471792
 Focus,2019," £17,000",Manual,"10,998",n/a,£145,60.1,Petrol,1,/ad/25219458
 Focus,2019," £17,290",Manual,"4,989",n/a,£145,60.1,Petrol,1,/ad/25219459
 Focus,2017," £10,491",Manual,"15,245",n/a,£20,61.4,Petrol,1,/ad/25219463
 Focus,2016," £16,777",Manual,"13,400",36,£200,41.5,Petrol,2,/ad/25219468
 Focus,2018," £18,891",Manual,"12,000",n/a,£145,41.5,Petrol,2,/ad/25219486
 Focus,2014," £6,625",Manual,"31,078",11,£20,58.9,Petrol,1,/ad/25219487
 Focus,2019," £15,700",Manual,"7,989",n/a,£145,60.1,Petrol,1,/ad/25219496
 Focus,2018," £16,491",Manual,"13,631",n/a,£145,60.1,Petrol,1,/ad/25219413
 Focus,2016," £9,301",Semi-Auto,"67,733",22,£30,64.2,Diesel,2,/ad/25477155
 Focus,2015," £9,491",Manual,"27,455",n/a,£0,74.3,Diesel,1.5,/ad/25441200
 Focus,2015," £9,791",Semi-Auto,"33,821",14,£160,44.8,Petrol,1.6,/ad/25441203
 Focus,2017," £11,990",Manual,"17,212",n/a,£0,74.3,Diesel,1.5,/ad/25399245
 Focus,2018," £15,991",Manual,"13,448",n/a,£145,51.4,Petrol,1.5,/ad/25393472
 Focus,2017," £10,491",Manual,"29,300",n/a,£0,74.3,Diesel,1.5,/ad/25393473
 Focus,2018," £19,490",Manual,"9,196",26,£145,67.3,Diesel,2,/ad/25219424
 Focus,2017," £10,950",Manual,"21,631",n/a,£150,60.1,Petrol,1,/ad/25485242
 Focus,2017," £19,000",Manual,"11,717",n/a,£145  ,41.5,Petrol,2,/ad/25295612
 Focus,2017," £11,500",Manual,"27,000",n/a,£150,74.3,Diesel,1.5,/ad/25484927
 Focus,2020," £19,991",Automatic,"4,998",n/a,£145,51.4,Petrol,1,/ad/25219530
 Focus,2019," £15,530",Manual,"6,857",n/a,£145,60.1,Petrol,1,/ad/25219539
 Focus,2017," £11,291",Manual,"17,904",n/a,£0,74.3,Diesel,1.5,/ad/25219545
 Focus,2017," £13,350",Automatic,"19,167",n/a,£145,46.3,Petrol,1.5,/ad/25219554
 Focus,2019," £15,690",Manual,"12,998",n/a,£145,60.1,Petrol,1,/ad/25219571
 Focus,2015," £8,699",Manual,"48,000",n/a,£0,74.3,Diesel,1.5,/ad/25456310
 Focus,2017," £11,498",Manual,"35,491",n/a,£150,74.3,Diesel,1.5,/ad/25471128
 Focus,2014," £5,298",Manual,"90,391",16,£20,67.3,Diesel,1.6,/ad/25451038
 Focus,2018," £12,241",Manual,"10,627",11,£145,61.4,Petrol,1,/ad/25219832
 Focus,2018," £11,091",Manual,"20,745",14,£145,60.1,Petrol,1,/ad/25219880
 Focus,2018," £14,581",Manual,"15,535",n/a,£145,80.7,Diesel,1.5,/ad/25228478
 Focus,2016," £10,141",Manual,"42,792",n/a,£20,70.6,Diesel,2,/ad/25441296
 Focus,2018," £12,600",Manual,"35,211",n/a,£145,74.3,Diesel,1.5,/ad/25408840
 Focus,2014," £6,991",Manual,"57,483",16,£20,67.3,Diesel,1.6,/ad/25399320
 Focus,2013," £5,397",Manual,"80,146",16,£20,67.3,Diesel,1.6,/ad/25471853
 Focus,2015," £8,250",Manual,"64,734",n/a,£0,74.3,Diesel,1.5,/ad/25226089
 Focus,2013," £5,750",Manual,"61,747",11,£20,58.9,Petrol,1,/ad/25424903
 Focus,2018," £10,990",Manual,"15,302",n/a,£150,60.1,Petrol,1,/ad/25459504
 Focus,2019," £17,480",Manual,"1,350",n/a,£145,60.1,Petrol,1,/ad/25223320
 Focus,2019," £17,330",Manual,"3,523",n/a,£145,60.1,Petrol,1,/ad/25223322
 Focus,2019," £17,480",Manual,"8,469",n/a,£145,60.1,Petrol,1,/ad/25223323
 Focus,2013," £6,900",Semi-Auto,"28,154",14,£160,44.1,Petrol,1.6,/ad/25226253
 Focus,2016," £13,240",Automatic,"58,644",n/a,£30,61.4,Diesel,2,/ad/25226267
 Focus,2018," £13,195",Manual,"29,730",n/a,£145,58.9,Petrol,1,/ad/25226273
 Focus,2018," £17,060",Manual,"9,000",24,£145,67.3,Diesel,2,/ad/25226387
 Focus,2017," £11,731",Manual,"22,522",n/a,£20,60.1,Petrol,1,/ad/25251312
 Focus,2018," £15,250",Manual,"3,939",n/a,£150,57.7,Petrol,1,/ad/25452518
 Focus,2018," £13,990",Manual,"7,423",n/a,£150,57.7,Petrol,1,/ad/25463505
 Focus,2019," £15,310",Manual,"5,308",n/a,£145,60.1,Petrol,1,/ad/25219897
 Focus,2017," £17,977",Manual,"8,237",n/a,£145,41.5,Petrol,2,/ad/25219911
 Focus,2019," £17,490",Manual,"6,845",n/a,£145,46.3,Petrol,1.5,/ad/25219914
 Focus,2018," £19,747",Manual,"10,242",n/a,£145,41.5,Petrol,2,/ad/25219941
 Focus,2017," £16,250",Manual,"10,816",n/a,£145,41.5,Petrol,2,/ad/25219958
 Focus,2015," £6,250",Manual,"82,446",n/a,£0,74.3,Diesel,1.5,/ad/25219964
 Focus,2019," £15,590",Manual,10,n/a,£145,60.1,Petrol,1,/ad/25219969
 Focus,2017," £11,491",Manual,"11,045",14,£150,60.1,Petrol,1,/ad/25477169
 Focus,2019," £17,280",Manual,"5,001",n/a,£145,60.1,Petrol,1,/ad/25223325
 Focus,2019," £17,480",Manual,"3,284",n/a,£145,60.1,Petrol,1,/ad/25223326
 Focus,2018," £18,991",Manual,"20,147",n/a,£145,41.5,Petrol,2,/ad/25223333
 Focus,2017," £12,491",Automatic,"27,000",n/a,£145,46.3,Petrol,1.5,/ad/25223339
 Focus,2018," £12,000",Manual,"11,457",14,£145,60.1,Petrol,1,/ad/25223344
 Focus,2017," £10,691",Manual,"18,899",14,£145,60.1,Petrol,1,/ad/25223347
 Focus,2016," £9,292",Semi-Auto,"46,636",n/a,£0,67.3,Diesel,1.5,/ad/25477650
 Focus,2017," £16,492",Manual,"16,449",n/a,£200,41.5,Petrol,2,/ad/25256933
 Focus,2017," £10,797",Manual,"20,967",n/a,£145,60.1,Petrol,1,/ad/25406740
 Focus,2018," £13,997",Manual,"8,005",n/a,£145,57.7,Petrol,1,/ad/25406741
 Focus,2018," £13,497",Manual,"12,565",n/a,£145,57.7,Petrol,1,/ad/25399943
 Focus,2016," £10,190",Manual,"18,560",n/a,£0,74.3,Diesel,1.5,/ad/25417128
 Focus,2014," £7,849",Manual,"35,136",15,£20,67.3,Diesel,1.6,/ad/25219729
 Focus,2018," £18,497",Manual,"13,933",n/a,£145,41.5,Petrol,2,/ad/25219732
 Focus,2015," £7,561",Manual,"63,630",13,£20,67.3,Diesel,1.6,/ad/25219755
 Focus,2019," £17,520",Manual,100,n/a,£145,60.1,Petrol,1,/ad/25219793
 Focus,2019," £17,520",Manual,150,n/a,£145,60.1,Petrol,1,/ad/25219794
 Focus,2019," £17,520",Manual,100,n/a,£145,60.1,Petrol,1,/ad/25219795
 Focus,2015," £8,650",Manual,"47,907",n/a,£0,74.3,Diesel,1.5,/ad/25219816
 Focus,2017," £12,990",Manual,"12,822",n/a,£145,57.7,Petrol,1,/ad/25381306
 Focus,2018," £11,997",Manual,"15,332",n/a,£145,61.4,Petrol,1,/ad/25394039
 Focus,2018," £12,997",Manual,"16,568",n/a,£145,57.7,Petrol,1,/ad/25417797
 Focus,2018," £13,497",Manual,"13,588",n/a,£145,57.7,Petrol,1,/ad/25417801
 Focus,2017," £18,997",Manual,"20,112",n/a,£145  ,41.5,Petrol,2,/ad/25399945
 Focus,2019," £17,890",Manual,"6,927",n/a,£145,60.1,Petrol,1,/ad/25399948
 Focus,2019," £15,497",Manual,"12,378",n/a,£145,60.1,Petrol,1,/ad/25399949
 Focus,2017," £12,497",Manual,"12,206",n/a,£145,60.1,Petrol,1,/ad/25399954
 Focus,2018," £15,997",Manual,"13,794",n/a,£145,60.1,Petrol,1,/ad/25399956
 Focus,2018," £13,790",Manual,"12,047",n/a,£145,57.7,Petrol,1,/ad/25379275
 Focus,2018," £11,890",Manual,"13,914",11,£145,61.4,Petrol,1,/ad/25379277
 Focus,2018," £13,999",Manual,"10,441",n/a,£150,74.3,Diesel,1.5,/ad/25459311
 Focus,2018," £11,699",Manual,"31,607",n/a,£150,74.3,Diesel,1.5,/ad/25476862
 Focus,2017," £14,899",Manual,"28,786",24,£20,67.3,Diesel,2,/ad/25209723
 Focus,2019," £14,999",Manual,"4,975",n/a,£145,58.9,Petrol,1,/ad/25209731
 Focus,2016," £9,999",Manual,"42,315",n/a,£20,60.1,Petrol,1,/ad/25209732
 Focus,2016," £8,999",Manual,"45,934",n/a,£0,74.3,Diesel,1.5,/ad/25209738
 Focus,2017," £11,499",Manual,"21,063",n/a,£0,74.3,Diesel,1.5,/ad/25209741
 Focus,2015," £9,650",Manual,"25,000",n/a,£125,51.4,Petrol,1.5,/ad/25403875
 Focus,2018," £11,997",Manual,"11,502",11,£145,61.4,Petrol,1,/ad/25417802
 Focus,2019," £14,997",Manual,"8,745",n/a,£145,58.9,Petrol,1,/ad/25417809
 Focus,2018," £11,497",Manual,"9,379",n/a,£145,61.4,Petrol,1,/ad/25407391
 Focus,2019," £17,497",Manual,"8,493",n/a,£145,60.1,Petrol,1,/ad/25407393
 Focus,2018," £13,497",Manual,"17,860",n/a,£145,57.7,Petrol,1,/ad/25407404
 Focus,2018," £13,497",Manual,"19,293",n/a,£145,57.7,Petrol,1,/ad/25407407
 Focus,2019," £16,797",Manual,"4,523",n/a,£145,60.1,Petrol,1,/ad/25407410
 Focus,2018," £14,990",Manual,"4,215",n/a,£145,58.9,Petrol,1,/ad/25406739
 Focus,2018," £16,750",Manual,"10,567",n/a,£145,60.1,Petrol,1,/ad/25290939
 Focus,2017," £10,497",Manual,"27,489",11,£20,61.4,Petrol,1,/ad/25290942
 Focus,2019," £17,500",Manual,151,n/a,£145,60.1,Petrol,1,/ad/25163459
 Focus,2018," £11,890",Manual,"19,097",14,£145,60.1,Petrol,1,/ad/25290945
 Focus,2017," £10,890",Manual,"22,158",14,£20,60.1,Petrol,1,/ad/25290946
 Focus,2013," £6,790",Manual,"37,002",11,£20,58.9,Petrol,1,/ad/25290947
 Focus,2016," £9,890",Manual,"20,058",n/a,£0,74.3,Diesel,1.5,/ad/25290949
 Focus,2019," £16,997",Manual,"6,837",n/a,£150,60.1,Petrol,1,/ad/25453201
 Focus,2018," £16,997",Manual,"8,954",n/a,£145,60.1,Petrol,1,/ad/25432713
 Focus,2013," £5,997",Manual,"75,032",11,£20,58.9,Petrol,1,/ad/25413655
 Focus,2019," £17,497",Manual,"9,321",n/a,£145,60.1,Petrol,1,/ad/25413658
 Focus,2018," £14,497",Manual,"7,255",n/a,£145,57.7,Petrol,1,/ad/25290830
 Focus,2015," £9,450",Semi-Auto,"20,445",14,£160,44.8,Petrol,1.6,/ad/25417950
 Focus,2015," £9,495",Manual,"20,018",14,£20,60.1,Petrol,1,/ad/25413723
 Focus,2018," £13,750",Manual,"13,000",n/a,£145,58.9,Petrol,1,/ad/25436863
 Focus,2017," £12,050",Automatic,"26,059",n/a,£125,51.4,Petrol,1,/ad/25163461
 Focus,2017," £11,491",Manual,"5,178",11,£20,61.4,Petrol,1,/ad/25220566
 Focus,2017," £12,030",Automatic,"24,776",n/a,£145,46.3,Petrol,1.5,/ad/25220585
 Focus,2019," £17,410",Manual,"1,546",n/a,£145,60.1,Petrol,1,/ad/25220610
 Focus,2017," £10,390",Manual,"16,122",n/a,£145,60.1,Petrol,1,/ad/25290834
 Focus,2017," £10,997",Manual,"8,915",n/a,£145,61.4,Petrol,1,/ad/25290836
 Focus,2016," £9,997",Manual,"30,085",n/a,£0,74.3,Diesel,1.5,/ad/25290838
 Focus,2018," £10,950",Manual,"20,191",n/a,£145,61.4,Petrol,1,/ad/25290842
 Focus,2018," £13,497",Manual,"17,804",n/a,£145,57.7,Petrol,1,/ad/25290845
 Focus,2018," £14,650",Manual,"3,943",n/a,£145,57.7,Petrol,1,/ad/25290851
 Focus,2018," £16,990",Manual,"8,348",n/a,£145,60.1,Petrol,1,/ad/25290852
 Focus,2018," £12,497",Manual,"13,589",14,£145,60.1,Petrol,1,/ad/25290856
 Focus,2018," £20,990",Manual,"7,122",n/a,£145,41.5,Petrol,2,/ad/25290860
 Focus,2016," £10,695",Manual,"20,408",n/a,£20,60.1,Petrol,1,/ad/25436867
 Focus,2017," £9,000",Manual,"54,900",n/a,£0,74.3,Diesel,1.5,/ad/25234548
 Focus,2017," £9,550",Manual,"28,414",n/a,£0,74.3,Diesel,1.5,/ad/25234551
 Focus,2019," £19,500",Automatic,"10,679",n/a,£145,54.3,Diesel,1.5,/ad/25234567
 Focus,2019," £26,250",Manual,"3,775",n/a,£145,34.5,Petrol,2.3,/ad/25234572
 Focus,2017," £12,250",Manual,"14,554",n/a,£145,74.3,Diesel,1.5,/ad/25358842
 Focus,2017," £12,750",Manual,"3,640",n/a,£145,60.1,Petrol,1,/ad/25384617
 Focus,2017," £9,997",Manual,"29,942",n/a,£145,61.4,Petrol,1,/ad/25290808
 Focus,2018," £12,497",Manual,"24,396",n/a,£145,57.7,Petrol,1,/ad/25417796
 Focus,2019," £17,270",Manual,"5,250",n/a,£145,60.1,Petrol,1,/ad/25220612
 Focus,2019," £17,390",Manual,"2,072",n/a,£145,60.1,Petrol,1,/ad/25220614
 Focus,2019," £17,470",Manual,"1,120",n/a,£145,60.1,Petrol,1,/ad/25220618
 Focus,2019," £17,470",Manual,"1,152",n/a,£145,60.1,Petrol,1,/ad/25220620
 Focus,2019," £17,320",Manual,"3,850",n/a,£145,60.1,Petrol,1,/ad/25220622
 Focus,2018," £13,999",Semi-Auto,"3,407",n/a,£145,51.4,Petrol,1,/ad/25442855
 Focus,2018," £13,797",Manual,"15,230",n/a,£145,57.7,Petrol,1,/ad/25413653
 Focus,2018," £14,541",Manual,"5,050",n/a,£145,57.7,Petrol,1,/ad/25290810
 Focus,2018," £11,990",Manual,"21,567",n/a,£145,57.7,Petrol,1,/ad/25290814
 Focus,2017," £10,981",Manual,"25,782",n/a,£145,60.1,Petrol,1,/ad/25290823
 Focus,2017," £10,690",Manual,"6,321",n/a,£145,61.4,Petrol,1,/ad/25290824
 Focus,2017," £8,690",Manual,"70,143",n/a,£145,74.3,Diesel,1.5,/ad/25290825
 Focus,2018," £11,997",Manual,"7,269",n/a,£145,61.4,Petrol,1,/ad/25290827
 Focus,2018," £13,490",Manual,"13,842",n/a,£145,57.7,Petrol,1,/ad/25290829
 Focus,2018," £15,500",Manual,"7,917",n/a,£145,58.9,Petrol,1,/ad/25344687
 Focus,2018," £13,620",Manual,"12,180",n/a,£145,57.7,Petrol,1,/ad/25345768
 Focus,2018," £16,800",Manual,"19,388",n/a,£145,60.1,Petrol,1,/ad/25345770
 Focus,2018," £14,500",Manual,"10,755",n/a,£145,57.7,Petrol,1,/ad/25346124
 Focus,2019," £16,999",Manual,"10,000",n/a,£145,60.1,Petrol,1,/ad/25442865
 Focus,2017," £10,990",Manual,"16,548",11,£20,61.4,Petrol,1,/ad/25442868
 Focus,2017," £12,490",Manual,"35,981",n/a,£0,74.3,Diesel,1.5,/ad/25437264
 Focus,2015," £9,499",Manual,"41,200",11,£20,61.4,Petrol,1,/ad/25464339
 Focus,2019," £18,398",Automatic,"5,949",n/a,£145,74.3,Diesel,1.5,/ad/25344570
 Focus,2016," £15,998",Manual,"26,950",36,£200,41.5,Petrol,2,/ad/25188502
 Focus,2019," £16,998",Manual,"18,040",n/a,£145,60.1,Petrol,1,/ad/25188531
 Focus,2019," £15,298",Automatic,"13,704",n/a,£145,48.7,Petrol,1,/ad/25188657
 Focus,2017," £10,750",Manual,"33,196",n/a,£145,74.3,Diesel,1.5,/ad/25435845
 Focus,2015," £12,500",Manual,"58,000",26,£20,67.3,Diesel,2,/ad/25477120
 Focus,2015," £8,465",Semi-Auto,"43,450",14,£160,44.8,Petrol,1.6,/ad/25404401
 Focus,2015," £14,465",Manual,"31,322",36,£205,41.5,Petrol,2,/ad/25473261
 Focus,2014," £7,695",Manual,"51,986",13,£20,67.3,Diesel,1.6,/ad/25217279
 Focus,2016," £8,830",Manual,"33,980",n/a,£0,74.3,Diesel,1.5,/ad/25217355
 Focus,2017," £8,500",Manual,"26,546",n/a,£20,61.4,Petrol,1,/ad/25472911
 Focus,2016," £22,992",Manual,"17,515",n/a,£235,36.7,Petrol,2.3,/ad/25425456
 Focus,2018," £11,980",Manual,"13,864",n/a,£145,60.1,Petrol,1,/ad/25342963
 Focus,2016," £9,470",Manual,"40,519",n/a,£0,74.3,Diesel,1.5,/ad/25280478
 Focus,2015," £7,590",Manual,"52,671",15,£20,67.3,Diesel,1.6,/ad/25220513
 Focus,2019," £19,790",Manual,"8,686",n/a,£145,62.8,Diesel,1.5,/ad/25220509
 Focus,2016," £10,991",Manual,"3,125",14,£20,60.1,Petrol,1,/ad/25220507
 Focus,2019," £20,491",Manual,"10,699",n/a,£145,50.4,Petrol,1.5,/ad/25220503
 Focus,2019," £20,090",Automatic,"10,352",n/a,£145,49.6,Diesel,2,/ad/25220497
 Focus,2016," £9,400",Manual,"32,718",n/a,£0,74.3,Diesel,1.5,/ad/25220459
 Focus,2016," £9,191",Manual,"27,763",14,£20,60.1,Petrol,1,/ad/25459465
 Focus,2019," £15,300",Manual,"5,660",n/a,£145,60.1,Petrol,1,/ad/25163456
 Focus,2019," £17,410",Manual,"1,714",n/a,£145,60.1,Petrol,1,/ad/25163458
 Focus,2017," £16,950",Manual,"30,815",n/a,£145,41.5,Petrol,2,/ad/25220639
 Focus,2016," £10,297",Automatic,"10,442",12,£125,51.4,Petrol,1,/ad/25220648
 Focus,2017," £10,891",Manual,"15,725",14,£20,60.1,Petrol,1,/ad/25220678
 Focus,2017," £15,087",Manual,"54,631",26,£20,67.3,Diesel,2,/ad/25220680
 Focus,2016," £14,500",Manual,"35,000",36,£205,41.5,Petrol,2,/ad/25464369
 Focus,2013," £5,290",Manual,"65,607",11,£20,58.9,Petrol,1,/ad/25230044
 Focus,2016," £8,249",Manual,"34,887",14,£20,60.1,Petrol,1,/ad/25230070
 Focus,2017," £9,900",Manual,"26,345",n/a,£145,61.4,Petrol,1,/ad/25230113
 Focus,2017," £8,790",Manual,"41,093",n/a,£145,74.3,Diesel,1.5,/ad/25230178
 Focus,2019," £18,000",Manual,"8,985",n/a,£145,60.1,Petrol,1,/ad/25234650
 Focus,2017," £11,700",Manual,"26,807",n/a,£145,60.1,Petrol,1,/ad/25234661
 Focus,2018," £13,500",Manual,"21,825",n/a,£145,74.3,Diesel,1.5,/ad/25234665
 Focus,2018," £13,750",Manual,"7,565",n/a,£145,74.3,Diesel,1.5,/ad/25234670
 Focus,2017," £11,291",Manual,"17,555",n/a,£0,74.3,Diesel,1.5,/ad/25459472
 Focus,2018," £13,790",Manual,"19,910",n/a,£145,51.4,Petrol,1.5,/ad/25314529
 Focus,2019," £17,499",Manual,"13,462",n/a,£145,60.1,Petrol,1,/ad/25314571
 Focus,2018," £13,990",Manual,"9,500",n/a,£145,57.7,Petrol,1,/ad/25314579
 Focus,2016," £10,990",Manual,"30,353",n/a,£0,74.3,Diesel,1.5,/ad/25365802
 Focus,2020," £18,999",Automatic,"2,683",n/a,£145,51.4,Petrol,1,/ad/25365807
 Focus,2018," £13,498",Manual,"11,206",n/a,£145,57.7,Petrol,1,/ad/25181900
 Focus,2017," £10,380",Manual,"22,945",n/a,£145,61.4,Petrol,1,/ad/25441347
 Focus,2018," £13,250",Manual,"14,984",n/a,£150,57.7,Petrol,1,/ad/25467804
 Focus,2019," £16,998",Manual,"16,410",n/a,£145,60.1,Petrol,1,/ad/25187679
 Focus,2018," £13,998",Manual,"9,303",n/a,£145,57.7,Petrol,1,/ad/25187684
 Focus,2019," £19,898",Automatic,"4,166",n/a,£145,64.2,Diesel,2,/ad/25187708
 Focus,2018," £21,798",Manual,"3,774",n/a,£145,41.5,Petrol,2,/ad/25187755
 Focus,2017," £10,998",Manual,"24,014",n/a,£145,74.3,Diesel,1.5,/ad/25187762
 Focus,2019," £14,798",Manual,"18,443",n/a,£145,58.9,Petrol,1,/ad/25187827
 Focus,2017," £11,498",Manual,"22,876",n/a,£0,74.3,Diesel,1.5,/ad/25187854
 Focus,2016," £8,398",Manual,"31,221",11,£20,61.4,Petrol,1,/ad/25451319
 Focus,2017," £9,795",Semi-Auto,"31,100",n/a,£125,51.4,Petrol,1,/ad/25314320
 Focus,2018," £14,000",Semi-Auto,"15,983",n/a,£145,67.3,Diesel,1.5,/ad/25400377
 Focus,2014," £7,000",Manual,"25,462",15,£20,67.3,Diesel,1.6,/ad/25437412
 Focus,2017," £16,000",Manual,"17,000",n/a,£200,41.5,Petrol,2,/ad/25322822
 Focus,2017," £12,990",Manual,"11,233",n/a,£145,74.3,Diesel,1.5,/ad/25312864
 Focus,2016," £9,298",Manual,"46,377",n/a,£0,74.3,Diesel,1.5,/ad/25182009
 Focus,2019," £15,498",Manual,"15,538",n/a,£145,58.9,Petrol,1,/ad/25182031
 Focus,2015," £8,998",Manual,"25,171",n/a,£0,74.3,Diesel,1.5,/ad/25481677
 Focus,2015," £7,298",Manual,"44,149",14,£20,60.1,Petrol,1,/ad/25479781
 Focus,2018," £10,998",Manual,"21,456",14,£150,60.1,Petrol,1,/ad/25476425
 Focus,2017," £10,698",Manual,"41,068",n/a,£0,74.3,Diesel,1.5,/ad/25471204
 Focus,2016," £9,599",Manual,"25,625",n/a,£0,74.3,Diesel,1.5,/ad/25268111
 Focus,2016," £9,200",Manual,"43,792",n/a,£20,61.4,Petrol,1,/ad/25480240
 Focus,2018," £13,500",Manual,"24,417",n/a,£145,57.7,Petrol,1,/ad/25232494
 Focus,2017," £11,000",Manual,"10,053",n/a,£145,60.1,Petrol,1,/ad/25395237
 Focus,2019," £20,695",Automatic,"1,561",n/a,£145,64.2,Diesel,2,/ad/25232442
 Focus,2018," £14,700",Manual,"5,726",n/a,£145,57.7,Petrol,1,/ad/25232461
 Focus,2019," £14,698",Manual,"17,640",n/a,£150,58.9,Petrol,1,/ad/25471171
