model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2,reference
 C Class,2018," £28,752",Semi-Auto,"8,786",n/a,£145,57.7,Diesel,2,/ad/25253811
 C Class,2019," £23,995",Automatic,"14,141",n/a,£145,46.3,Petrol,1.5,/ad/25278572
 C Class,2017," £18,299",Semi-Auto,"36,152",32,£145,50.4,Petrol,2,/ad/25278578
 C Class,2019," £25,499",Semi-Auto,"13,896",n/a,£145,46.3,Petrol,1.5,/ad/25279284
 C Class,2019," £29,999",Automatic,"5,283",n/a,£145,57.7,Diesel,2,/ad/25279285
 C Class,2019," £26,999",Semi-Auto,"3,218",n/a,£145,58.9,Diesel,1.6,/ad/25279286
 C Class,2019," £30,499",Semi-Auto,"11,159",n/a,£145,54.3,Diesel,2,/ad/25279289
 C Class,2019," £25,799",Automatic,"7,508",n/a,£145,64.2,Diesel,2,/ad/25279296
 C Class,2017," £18,999",Semi-Auto,"9,198",31,£145,50.4,Petrol,2,/ad/25345004
 C Class,2019," £31,299",Semi-Auto,"4,233",n/a,£145,64.2,Diesel,2,/ad/25342800
 C Class,2019," £25,390",Semi-Auto,"7,945",n/a,£145,44.1,Petrol,1.6,/ad/25253669
 C Class,2019," £24,290",Semi-Auto,"5,542",n/a,£145,42.2,Petrol,1.6,/ad/25253670
 C Class,2019," £35,991",Automatic,"5,376",n/a,£145,30.4,Petrol,3,/ad/25253673
 C Class,2019," £35,791",Automatic,"2,910",n/a,£145,64.2,Diesel,2,/ad/25253677
 C Class,2018," £26,492",Semi-Auto,"28,801",38,£145  ,65.7,Diesel,2.1,/ad/25414397
 C Class,2020," £33,991",Semi-Auto,"1,000",n/a,£145,64.2,Diesel,2,/ad/25368269
 C Class,2020," £40,991",Semi-Auto,"1,000",n/a,£145,55.4,Diesel,2,/ad/25381001
 C Class,2020," £34,991",Semi-Auto,"1,000",n/a,£145,43.5,Petrol,2,/ad/25381002
 C Class,2015," £18,736",Semi-Auto,"27,276",n/a,£125,51.4,Petrol,2,/ad/25382965
 C Class,2019," £30,492",Automatic,"3,592",n/a,£145  ,44.1,Petrol,2,/ad/25253813
 C Class,2019," £27,616",Automatic,"5,111",n/a,£145,44.1,Petrol,2,/ad/25253814
 C Class,2016," £14,441",Semi-Auto,"49,101",n/a,£125,53.3,Petrol,2,/ad/25253815
 C Class,2019," £26,396",Automatic,"2,638",n/a,£145,45.6,Petrol,1.5,/ad/25253820
 C Class,2016," £21,502",Semi-Auto,"17,109",n/a,£30,64.2,Diesel,2.1,/ad/25253822
 C Class,2016," £25,932",Semi-Auto,"24,420",n/a,£160,43.5,Petrol,2,/ad/25253825
 C Class,2017," £32,552",Semi-Auto,"22,914",n/a,£145,35.8,Petrol,3,/ad/25253833
 C Class,2019," £31,499",Automatic,"3,010",n/a,£145,57.7,Diesel,2,/ad/25278579
 C Class,2019," £21,749",Automatic,"5,184",n/a,£145,44.1,Petrol,1.5,/ad/25278583
 C Class,2019," £28,995",Automatic,"4,505",n/a,£145,61.4,Diesel,2,/ad/25279442
 C Class,2018," £19,995",Automatic,"2,077",26,£145,65.7,Diesel,1.6,/ad/25279446
 C Class,2019," £36,995",Automatic,100,n/a,£145,44.1,Petrol,1.5,/ad/25279450
 C Class,2019," £37,250",Automatic,"3,147",n/a,£145,61.4,Diesel,2,/ad/25279452
 C Class,2016," £16,750",Automatic,"24,909",25,£30,64.2,Diesel,1.6,/ad/25279460
 C Class,2018," £23,995",Automatic,,Petrol,2,"14,876",,,/ad/25279464
 C Class,2017," £20,490",Semi-Auto,"50,232",32,£20,67.3,Diesel,2.1,/ad/25276918
 C Class,2019," £48,990",Semi-Auto,800,n/a,£145,29.1,Petrol,3,/ad/25276921
 C Class,2019," £32,490",Automatic,"2,600",n/a,£145,51.4,Diesel,2,/ad/25276922
 C Class,2020," £33,990",Semi-Auto,100,n/a,£145,57.7,Diesel,2,/ad/25276925
 C Class,2019," £28,990",Automatic,"5,000",n/a,£145,44.1,Petrol,1.6,/ad/25276930
 C Class,2019," £46,390",Automatic,"2,750",n/a,£145,29.7,Petrol,3,/ad/25276941
 C Class,2019," £37,990",Automatic,"2,750",n/a,£145,54.3,Diesel,2,/ad/25276942
 C Class,2019," £31,990",Automatic,100,n/a,£145,64.2,Diesel,2,/ad/25276943
 C Class,2016," £17,590",Automatic,"13,020",n/a,£125,50.4,Petrol,2,/ad/25200926
 C Class,2016," £17,750",Semi-Auto,"22,090",n/a,£30,64.2,Diesel,2.1,/ad/25200934
 C Class,2017," £16,860",Semi-Auto,"33,964",n/a,£30,64.2,Diesel,2.1,/ad/25471437
 C Class,2015," £13,100",Automatic,"63,955",31,£20,64.2,Diesel,2.1,/ad/25241522
 C Class,2016," £19,000",Semi-Auto,"37,956",39,£0,134.5,Hybrid,2,/ad/25467986
 C Class,2017," £23,000",Semi-Auto,"17,125",33,£145,47.1,Petrol,2,/ad/25441517
 C Class,2018," £19,995",Semi-Auto,"43,288",n/a,£150,60.1,Diesel,2.1,/ad/25477966
 C Class,2017," £19,000",Semi-Auto,"20,070",32,£145,64.2,Diesel,2.1,/ad/25369789
 C Class,2016," £18,790",Semi-Auto,"25,441",38,£0,134.5,Hybrid,2,/ad/25420348
 C Class,2018," £18,700",Automatic,"28,629",31,£145,60.1,Diesel,2.1,/ad/25201556
 C Class,2019," £31,999",Automatic,"4,999",n/a,£145,64.2,Diesel,2,/ad/25279228
 C Class,2019," £30,999",Automatic,"4,999",n/a,£145,46.3,Petrol,1.5,/ad/25279229
 C Class,2019," £32,495",Automatic,"4,999",n/a,£145,51.4,Diesel,2,/ad/25279230
 C Class,2019," £32,499",Automatic,"2,767",n/a,£145,55.4,Diesel,2,/ad/25279241
 C Class,2019," £38,999",Automatic,"4,300",n/a,£145,30.4,Petrol,3,/ad/25279247
 C Class,2019," £28,799",Automatic,"3,489",n/a,£145,44.8,Petrol,1.6,/ad/25279249
 C Class,2017," £22,995",Semi-Auto,"38,471",32,£145,67.3,Diesel,2.1,/ad/25279253
 C Class,2019," £24,999",Semi-Auto,"14,822",n/a,£145,47.1,Petrol,1.5,/ad/25279275
 C Class,2019," £24,999",Automatic,"11,574",n/a,£145,45.6,Petrol,1.5,/ad/25279278
 C Class,2017," £23,295",Automatic,"25,876",n/a,£125,58.9,Diesel,2.1,/ad/25342804
 C Class,2019," £31,995",Semi-Auto,"7,992",n/a,£145,57.7,Diesel,2,/ad/25342806
 C Class,2019," £28,999",Semi-Auto,"6,700",n/a,£145,56.5,Diesel,2,/ad/25405831
 C Class,2016," £21,133",Semi-Auto,"46,080",38,£30,65.7,Diesel,2.1,/ad/25447339
 C Class,2019," £31,990",Automatic,20,n/a,£145,46.3,Petrol,1.5,/ad/25276947
 C Class,2019," £34,790",Automatic,"3,000",n/a,£145,61.4,Diesel,2,/ad/25276951
 C Class,2019," £23,499",Automatic,"14,651",n/a,£145,44.1,Petrol,1.5,/ad/25279281
 C Class,2018," £27,991",Semi-Auto,"5,386",38,£150  ,65.7,Diesel,2.1,/ad/25463868
 C Class,2019," £36,791",Automatic,"6,664",n/a,£145,64.2,Diesel,2,/ad/25253678
 C Class,2019," £33,790",Automatic,"6,325",n/a,£145,47.1,Petrol,1.5,/ad/25253679
 C Class,2019," £39,790",Automatic,"3,700",n/a,£145,61.4,Diesel,2,/ad/25253680
 C Class,2019," £36,791",Automatic,"1,765",n/a,£145,46.3,Petrol,1.5,/ad/25253681
 C Class,2016," £21,991",Semi-Auto,"26,483",n/a,£125,60.1,Diesel,2.1,/ad/25253724
 C Class,2019," £23,410",Semi-Auto,"10,218",n/a,£145,44.1,Petrol,1.5,/ad/25253749
 C Class,2019," £23,250",Semi-Auto,"9,169",n/a,£145,44.1,Petrol,1.5,/ad/25253750
 C Class,2020," £39,991",Semi-Auto,"1,173",n/a,£145,55.4,Diesel,2,/ad/25253756
 C Class,2017," £22,052",Automatic,"13,567",n/a,£30,64.2,Diesel,2.1,/ad/25253760
 C Class,2017," £22,495",Semi-Auto,"13,919",32,£145,61.4,Diesel,2.1,/ad/25442106
 C Class,2019," £25,995",Semi-Auto,"7,868",n/a,£145,60.1,Diesel,1.6,/ad/25410599
 C Class,2019," £23,900",Semi-Auto,"14,755",n/a,£145,44.1,Petrol,1.5,/ad/25274670
 C Class,2019," £29,900",Semi-Auto,"1,342",n/a,£145,44.1,Petrol,2,/ad/25274671
 C Class,2019," £39,400",Semi-Auto,"11,838",n/a,£145,30.4,Petrol,3,/ad/25274692
 C Class,2019," £27,400",Semi-Auto,"11,723",n/a,£145,56.5,Diesel,2,/ad/25274701
 C Class,2019," £32,900",Semi-Auto,"3,579",n/a,£145,44.1,Petrol,2,/ad/25274717
 C Class,2020," £34,900",Semi-Auto,"3,478",n/a,£145,44.1,Petrol,2,/ad/25274760
 C Class,2016," £15,900",Manual,"9,870",25,£20,70.6,Diesel,1.6,/ad/25200897
 C Class,2018," £20,690",Semi-Auto,"15,900",31,£145,48.7,Petrol,2,/ad/25200920
 C Class,2019," £29,775",Semi-Auto,"5,059",n/a,£145,56.5,Diesel,2,/ad/25253781
 C Class,2019," £22,956",Automatic,"13,002",n/a,£145,58.9,Diesel,2,/ad/25253782
 C Class,2019," £27,992",Semi-Auto,"12,838",n/a,£145,55.4,Diesel,2,/ad/25253784
 C Class,2019," £25,316",Semi-Auto,"12,695",n/a,£145,44.1,Petrol,1.5,/ad/25253786
 C Class,2019," £27,086",Semi-Auto,"5,578",n/a,£145,54.3,Diesel,1.6,/ad/25253792
 C Class,2019," £27,776",Semi-Auto,"6,389",n/a,£145,61.4,Diesel,2,/ad/25253794
 C Class,2017," £18,491",Semi-Auto,"18,390",31,£145,50.4,Petrol,2,/ad/25253797
 C Class,2019," £30,181",Automatic,"1,786",n/a,£145,55.4,Diesel,2,/ad/25279792
 C Class,2018," £23,480",Automatic,"7,351",n/a,£145,40.4,Petrol,2,/ad/25279799
 C Class,2019," £22,678",Automatic,"15,133",n/a,£145,61.4,Diesel,2,/ad/25279802
 C Class,2019," £29,480",Semi-Auto,"3,299",n/a,£145,44.1,Petrol,2,/ad/25279808
 C Class,2018," £24,546",Automatic,"12,397",38,£145,58.9,Diesel,2.1,/ad/25279809
 C Class,2019," £24,295",Automatic,"6,063",n/a,£145,45.6,Petrol,1.5,/ad/25279816
 C Class,2017," £19,995",Semi-Auto,"43,000",n/a,£125,61.4,Diesel,2.1,/ad/25477816
 C Class,2017," £22,995",Semi-Auto,"20,000",33,£150  ,67.3,Diesel,2.1,/ad/25455871
 C Class,2019," £26,076",Semi-Auto,"4,510",n/a,£145,61.4,Diesel,2,/ad/25253798
 C Class,2018," £27,872",Semi-Auto,"14,157",n/a,£145,57.7,Diesel,2,/ad/25253799
 C Class,2018," £21,342",Semi-Auto,"6,721",n/a,£145,44.1,Petrol,1.5,/ad/25253806
 C Class,2019," £25,980",Semi-Auto,"9,156",n/a,£145,64.2,Diesel,2,/ad/25421446
 C Class,2019," £26,280",Semi-Auto,"11,923",n/a,£145,51.4,Diesel,2,/ad/25421453
 C Class,2019," £26,795",Semi-Auto,"22,000",n/a,£145,55.4,Diesel,2,/ad/25405837
 C Class,2020," £33,995",Semi-Auto,30,n/a,£145,64.2,Diesel,2,/ad/25406715
 C Class,2019," £25,400",Semi-Auto,"14,682",n/a,£145,45.6,Petrol,1.5,/ad/25344978
 C Class,2019," £22,900",Semi-Auto,"21,481",n/a,£145,46.3,Petrol,1.5,/ad/25344979
 C Class,2020," £33,400",Semi-Auto,213,n/a,£145,64.2,Diesel,2,/ad/25342698
 C Class,2019," £28,900",Semi-Auto,"1,416",n/a,£145,43.5,Petrol,2,/ad/25342700
 C Class,2018," £22,900",Semi-Auto,"23,831",n/a,£145,60.1,Diesel,2.1,/ad/25342705
 C Class,2019," £29,995",Semi-Auto,"6,828",n/a,£150,42.2,Petrol,2,/ad/25482163
 C Class,2019," £30,910",Semi-Auto,"11,810",n/a,£145  ,55.4,Diesel,2,/ad/25253499
 C Class,2017," £20,991",Semi-Auto,"26,000",38,n/a,74.3,Hybrid,2.1,/ad/25253501
 C Class,2017," £24,132",Semi-Auto,"12,586",n/a,£145,58.9,Diesel,2.1,/ad/25253512
 C Class,2019," £36,991",Automatic,"3,498",n/a,£145,64.2,Diesel,2,/ad/25253520
 C Class,2019," £28,706",Semi-Auto,"1,808",n/a,£145,60.1,Diesel,1.6,/ad/25253526
 C Class,2017," £25,402",Semi-Auto,"16,212",n/a,£145,42.2,Petrol,2,/ad/25253531
 C Class,2015," £22,402",Semi-Auto,"21,123",33,£20,67.3,Diesel,2.1,/ad/25253532
 C Class,2017," £23,952",Automatic,"20,142",n/a,£145  ,58.9,Diesel,2.1,/ad/25253534
 C Class,2016," £17,443",Semi-Auto,"55,877",38,£125,60.1,Diesel,2.1,/ad/25253535
 C Class,2018," £18,700",Semi-Auto,"26,765",31,£145,60.1,Diesel,2.1,/ad/25162923
 C Class,2019," £25,446",Automatic,"16,281",n/a,£145,47.1,Petrol,1.5,/ad/25253560
 C Class,2019," £22,444",Automatic,"5,526",n/a,£145,45.6,Petrol,1.5,/ad/25253561
 C Class,2016," £31,342",Automatic,"34,587",n/a,£260,35.3,Petrol,3,/ad/25253565
 C Class,2017," £23,056",Automatic,"23,378",38,£145,65.7,Diesel,2.1,/ad/25253568
 C Class,2015," £16,732",Automatic,"33,350",32,£30,64.2,Diesel,2.1,/ad/25253571
 C Class,2018," £22,805",Automatic,"11,259",32,£145,67.3,Diesel,2.1,/ad/25253576
 C Class,2017," £21,700",Semi-Auto,"23,114",32,£145,60.1,Diesel,2.1,/ad/25279576
 C Class,2016," £30,480",Semi-Auto,"51,218",n/a,£300,34.5,Petrol,4,/ad/25349285
 C Class,2020," £47,980",Semi-Auto,"4,462",n/a,£145,29.7,Petrol,3,/ad/25349298
 C Class,2018," £22,498",Semi-Auto,"3,900",31,£145,60.1,Diesel,2.1,/ad/25187497
 C Class,2016," £16,452",Semi-Auto,"69,564",n/a,£30,61.4,Diesel,2.1,/ad/25477524
 C Class,2018," £23,781",Semi-Auto,"25,111",33,£145,47.1,Petrol,2,/ad/25447338
 C Class,2015," £19,995",Semi-Auto,"39,000",32,£30,62.8,Diesel,2.1,/ad/25482168
 C Class,2018," £34,995",Semi-Auto,"8,294",n/a,£150  ,35.3,Petrol,3,/ad/25460184
 C Class,2017," £43,082",Automatic,"16,386",n/a,£325,31.7,Petrol,4,/ad/25253539
 C Class,2017," £19,000",Semi-Auto,"20,070",32,£145,64.2,Diesel,2.1,/ad/25369553
 C Class,2014," £12,900",Semi-Auto,"24,600",35,£160,44.8,Petrol,1.6,/ad/25425001
 C Class,2017," £21,998",Semi-Auto,"15,935",38,£145  ,61.4,Diesel,2.1,/ad/25183154
 C Class,2019," £26,998",Semi-Auto,"6,926",n/a,£145,56.5,Diesel,2,/ad/25183158
 C Class,2014," £14,498",Semi-Auto,"49,152",37,£20,64.2,Diesel,2.1,/ad/25183163
 C Class,2015," £17,998",Semi-Auto,"24,209",31,£30,64.2,Diesel,2.1,/ad/25407128
 C Class,2017," £18,298",Semi-Auto,"38,195",n/a,£145  ,64.2,Diesel,2.1,/ad/25427787
 C Class,2016," £19,998",Semi-Auto,"34,850",39,£0,134.5,Hybrid,2,/ad/25183226
 C Class,2018," £16,498",Semi-Auto,"27,342",n/a,£150,64.2,Diesel,2.1,/ad/25450865
 C Class,2017," £37,946",Automatic,"24,711",n/a,£300,32.8,Petrol,4,/ad/25253577
 C Class,2016," £13,412",Semi-Auto,"54,546",n/a,£125,53.3,Petrol,2,/ad/25371383
 C Class,2017," £22,597",Semi-Auto,"23,366",38,£145,65.7,Diesel,2.1,/ad/25399274
 C Class,2015," £16,270",Automatic,"38,444",n/a,£145,49.6,Petrol,2,/ad/25221680
 C Class,2017," £22,162",Semi-Auto,"48,142",33,£20,67.3,Diesel,2.1,/ad/25452607
 C Class,2017," £17,681",Semi-Auto,"16,607",n/a,£145,51.4,Petrol,2,/ad/25425355
 C Class,2017," £33,322",Semi-Auto,"32,376",n/a,£300,34.5,Petrol,4,/ad/25405506
 C Class,2019," £26,356",Semi-Auto,"4,128",n/a,£145,61.4,Diesel,2,/ad/25380998
 C Class,2014," £14,990",Semi-Auto,"57,499",37,£125,60.1,Diesel,2.1,/ad/25278276
 C Class,2015," £14,490",Semi-Auto,"51,866",31,£20,64.2,Diesel,2.1,/ad/25278282
 C Class,2016," £13,680",Manual,"40,880",25,£20,70.6,Diesel,1.6,/ad/25201406
 C Class,2019," £23,490",Semi-Auto,"14,833",n/a,£145,61.4,Diesel,2,/ad/25342720
 C Class,2017," £20,990",Semi-Auto,"30,447",32,£150,61.4,Diesel,2.1,/ad/25453165
 C Class,2018," £20,490",Semi-Auto,"11,773",n/a,£150,49.6,Petrol,2,/ad/25453167
 C Class,2017," £18,990",Semi-Auto,"41,935",31,£30,64.2,Diesel,2.1,/ad/25447744
 C Class,2019," £24,490",Semi-Auto,"6,247",n/a,£150,64.2,Diesel,2,/ad/25468343
 C Class,2016," £20,990",Semi-Auto,"14,704",32,£150,49.6,Petrol,2,/ad/25468344
 C Class,2019," £31,890",Automatic,"1,499",n/a,£145,44.1,Petrol,2,/ad/25278221
 C Class,2019," £29,890",Automatic,"1,499",n/a,£145,54.3,Diesel,1.6,/ad/25278222
 C Class,2019," £33,490",Semi-Auto,"2,440",n/a,£145,55.4,Diesel,2,/ad/25278252
 C Class,2016," £24,950",Semi-Auto,"17,635",32,£20,67.3,Diesel,2.1,/ad/25278255
 C Class,2017," £23,450",Automatic,"18,199",n/a,£125,61.4,Diesel,2.1,/ad/25363618
 C Class,2016," £19,440",Semi-Auto,"29,409",39,£0,134.5,Hybrid,2,/ad/25447736
 C Class,2017," £19,945",Semi-Auto,"16,425",25,£145,64.2,Diesel,1.6,/ad/25436494
 C Class,2019," £34,255",Semi-Auto,"2,088",n/a,£145,44.1,Petrol,2,/ad/25425666
 C Class,2019," £26,750",Automatic,"2,591",n/a,£145,44.1,Petrol,1.5,/ad/25277275
 C Class,2019," £29,450",Automatic,"7,275",n/a,£145,61.4,Diesel,2,/ad/25277280
 C Class,2016," £11,525",Manual,"61,633",n/a,£125,53.3,Petrol,2,/ad/25277283
 C Class,2019," £23,254",Automatic,"12,605",n/a,£145,61.4,Diesel,2,/ad/25277285
 C Class,2017," £20,495",Automatic,"26,367",32,£145,48.7,Petrol,2,/ad/25277296
 C Class,2015," £17,435",Automatic,"33,384",37,£125,60.1,Diesel,2.1,/ad/25277300
 C Class,2016," £23,060",Semi-Auto,"27,830",n/a,£125,61.4,Diesel,2.1,/ad/25201419
 C Class,2016," £18,498",Semi-Auto,"30,490",38,£0,134.5,Hybrid,2,/ad/25183403
 C Class,2016," £14,998",Semi-Auto,"66,732",36,£0,78.5,Hybrid,2.1,/ad/25416691
 C Class,2016," £15,495",Automatic,"72,676",39,£0,134.5,Hybrid,2,/ad/25259882
 C Class,2013," £11,900",Semi-Auto,"33,925",31,£160,44.8,Petrol,1.6,/ad/25374307
 C Class,2019," £44,000",Semi-Auto,"3,999",n/a,£145,29.7,Petrol,3,/ad/25279510
 C Class,2019," £30,500",Semi-Auto,"2,105",n/a,£145,61.4,Diesel,2,/ad/25279512
 C Class,2016," £17,450",Semi-Auto,"21,875",25,£30,64.2,Diesel,1.6,/ad/25277301
 C Class,2016," £10,749",Manual,"91,751",30,£20,65.7,Diesel,2.1,/ad/25209257
 C Class,2015," £13,999",Manual,"42,407",31,£20,68.9,Diesel,2.1,/ad/25209343
 C Class,2019," £28,480",Semi-Auto,"1,998",n/a,£145,54.3,Diesel,1.6,/ad/25279514
 C Class,2019," £28,480",Semi-Auto,"1,998",n/a,£145,46.3,Petrol,1.5,/ad/25279520
 C Class,2019," £29,480",Semi-Auto,"1,998",n/a,£145,47.1,Petrol,1.5,/ad/25279521
 C Class,2019," £26,480",Semi-Auto,"15,006",n/a,£145,61.4,Diesel,2,/ad/25277576
 C Class,2019," £25,980",Semi-Auto,"12,436",n/a,£145,47.1,Petrol,1.5,/ad/25277586
 C Class,2019," £26,980",Semi-Auto,"11,423",n/a,£145,61.4,Diesel,2,/ad/25277587
 C Class,2019," £25,980",Semi-Auto,"12,810",n/a,£145,45.6,Petrol,1.5,/ad/25277588
 C Class,2018," £19,980",Semi-Auto,"26,119",31,£145,61.4,Diesel,2.1,/ad/25277589
 C Class,2019," £27,980",Semi-Auto,"4,833",n/a,£145,60.1,Diesel,1.6,/ad/25277595
 C Class,2018," £24,600",Semi-Auto,"8,223",38,£145,61.4,Diesel,2.1,/ad/25277603
 C Class,2019," £23,480",Semi-Auto,"14,402",n/a,£145,61.4,Diesel,2,/ad/25277615
 C Class,2016," £16,690",Semi-Auto,"14,314",25,£30,65.7,Diesel,1.6,/ad/25220282
 C Class,2019," £23,799",Automatic,"5,762",n/a,£145,45.6,Petrol,1.5,/ad/25279634
 C Class,2018," £21,299",Semi-Auto,"5,628",31,£150,60.1,Diesel,2.1,/ad/25480560
 C Class,2017," £19,795",Semi-Auto,"21,000",n/a,£30,64.2,Diesel,2.1,/ad/25447758
 C Class,2017," £19,995",Semi-Auto,"36,814",32,£145,48.7,Petrol,2,/ad/25447760
 C Class,2016," £15,429",Semi-Auto,"50,446",25,£30,65.7,Diesel,1.6,/ad/25403614
 C Class,2019," £29,495",Automatic,"4,999",n/a,£145,64.2,Diesel,2,/ad/25279738
 C Class,2016," £21,995",Semi-Auto,"13,457",n/a,£30,64.2,Diesel,2.1,/ad/25279743
 C Class,2019," £26,995",Semi-Auto,"6,447",n/a,£145,64.2,Diesel,2,/ad/25279773
 C Class,2014," £16,999",Semi-Auto,"33,593",32,£30,64.2,Diesel,2.1,/ad/25244950
 C Class,2015," £18,799",Semi-Auto,"37,890",38,£30,64.2,Diesel,2.1,/ad/25245010
 C Class,2014," £13,490",Semi-Auto,"68,422",31,£30,64.2,Diesel,2.1,/ad/25431602
 C Class,2013," £9,990",Semi-Auto,"41,842",29,£145,56.5,Diesel,2.1,/ad/25427482
 C Class,2017," £18,490",Semi-Auto,"46,430",37,£150,61.4,Diesel,2.1,/ad/25453161
 C Class,2013," £9,990",Semi-Auto,"41,841",29,£145,56.5,Diesel,2.1,/ad/25430404
 C Class,2014," £13,490",Semi-Auto,"68,422",31,£30,64.2,Diesel,2.1,/ad/25405827
 C Class,2019," £40,000",Semi-Auto,"4,504",n/a,£145,30.4,Petrol,3,/ad/25279523
 C Class,2019," £29,980",Semi-Auto,"1,998",n/a,£145,47.1,Petrol,1.5,/ad/25279530
 C Class,2019," £24,680",Semi-Auto,"10,795",n/a,£145,45.6,Petrol,1.5,/ad/25279543
 C Class,2019," £20,980",Semi-Auto,"13,253",n/a,£145,61.4,Diesel,2,/ad/25279549
 C Class,2019," £27,000",Semi-Auto,"7,721",n/a,£145,44.1,Petrol,2,/ad/25279558
 C Class,2019," £22,980",Semi-Auto,"7,442",n/a,£145,44.1,Petrol,1.5,/ad/25279565
 C Class,2018," £33,980",Semi-Auto,"13,983",n/a,£145,35.3,Petrol,3,/ad/25279575
 C Class,2017," £14,690",Manual,"41,814",25,£30,65.7,Diesel,1.6,/ad/25163434
 C Class,2019," £29,496",Automatic,"6,052",n/a,£145,54.3,Diesel,2,/ad/25279789
 C Class,2019," £23,995",Semi-Auto,"10,441",n/a,£145,45.6,Petrol,1.5,/ad/25279790
 C Class,2019," £25,799",Automatic,"2,177",n/a,£145,47.1,Petrol,1.5,/ad/25279585
 C Class,2019," £30,899",Automatic,860,n/a,£145,46.3,Petrol,1.5,/ad/25279589
 C Class,2019," £28,499",Automatic,"2,646",n/a,£145,47.1,Petrol,1.5,/ad/25279592
 C Class,2019," £29,499",Automatic,"1,676",n/a,£145,51.4,Diesel,2,/ad/25279594
 C Class,2019," £30,799",Automatic,"1,812",n/a,£145,46.3,Petrol,1.5,/ad/25279595
 C Class,2019," £31,999",Automatic,"1,097",n/a,£145,51.4,Diesel,2,/ad/25279613
 C Class,2019," £26,599",Automatic,"1,566",n/a,£145,60.1,Diesel,1.6,/ad/25279617
 C Class,2019," £31,999",Semi-Auto,"5,110",n/a,£145,42.2,Petrol,2,/ad/25279625
 C Class,2019," £28,299",Automatic,"1,142",n/a,£145,44.1,Petrol,2,/ad/25279627
 C Class,2019," £28,000",Automatic,584,n/a,£145,53.3,Diesel,2,/ad/25277496
 C Class,2019," £27,000",Automatic,"1,196",n/a,£145,46.3,Petrol,1.5,/ad/25277499
 C Class,2020," £31,480",Semi-Auto,19,n/a,£145,64.2,Diesel,2,/ad/25277505
 C Class,2020," £30,480",Semi-Auto,"1,989",n/a,£145,64.2,Diesel,2,/ad/25277507
 C Class,2019," £41,500",Semi-Auto,"2,317",n/a,£145,29.4,Petrol,3,/ad/25277509
 C Class,2019," £44,480",Semi-Auto,"1,752",n/a,£145,29.7,Petrol,3,/ad/25277510
 C Class,2016," £17,980",Semi-Auto,"39,025",n/a,£125,51.4,Petrol,2,/ad/25277514
 C Class,2017," £17,480",Semi-Auto,"38,546",n/a,£30,62.8,Diesel,2.1,/ad/25277518
 C Class,2018," £19,980",Semi-Auto,"3,891",n/a,£145,44.1,Petrol,1.5,/ad/25354877
 C Class,2017," £19,480",Semi-Auto,"16,419",n/a,£30,64.2,Diesel,2.1,/ad/25349073
 C Class,2017," £19,680",Semi-Auto,"16,852",n/a,£30,64.2,Diesel,2.1,/ad/25349076
 C Class,2017," £19,280",Semi-Auto,"43,855",32,£145,61.4,Diesel,2.1,/ad/25349079
 C Class,2017," £22,480",Semi-Auto,"19,560",n/a,£30,64.2,Diesel,2.1,/ad/25342709
 C Class,2019," £22,980",Semi-Auto,"16,302",n/a,£145,45.6,Petrol,1.5,/ad/25403590
 C Class,2019," £23,480",Semi-Auto,"10,934",n/a,£145,45.6,Petrol,1.5,/ad/25403591
 C Class,2019," £19,980",Semi-Auto,"14,379",n/a,£145,46.3,Petrol,1.5,/ad/25403593
 C Class,2020," £42,980",Semi-Auto,"3,999",n/a,£145,28.8,Petrol,3,/ad/25395928
 C Class,2019," £19,980",Semi-Auto,"14,285",n/a,£145,46.3,Petrol,1.5,/ad/25385035
 C Class,2019," £29,999",Semi-Auto,"5,276",n/a,£145,54.3,Diesel,2,/ad/25279628
 C Class,2019," £26,479",Semi-Auto,"7,578",n/a,£145,47.1,Petrol,1.5,/ad/25277527
 C Class,2019," £19,980",Semi-Auto,"13,936",n/a,£145,46.3,Petrol,1.5,/ad/25277532
 C Class,2018," £19,480",Semi-Auto,"15,096",n/a,£145,61.4,Diesel,2,/ad/25276882
 C Class,2019," £24,980",Semi-Auto,"4,737",n/a,£145,45.6,Petrol,1.5,/ad/25276883
 C Class,2019," £24,980",Semi-Auto,"6,894",n/a,£145,45.6,Petrol,1.5,/ad/25276884
 C Class,2016," £34,380",Semi-Auto,"15,554",n/a,£260,35.3,Petrol,3,/ad/25276896
 C Class,2018," £25,280",Automatic,"4,944",n/a,£145,58.9,Diesel,2.1,/ad/25276901
 C Class,2019," £30,000",Semi-Auto,"9,062",n/a,£145,57.7,Diesel,2,/ad/25276902
 C Class,2019," £24,980",Automatic,"7,811",n/a,£145,45.6,Petrol,1.5,/ad/25277623
 C Class,2016," £18,480",Automatic,"25,845",n/a,£30,64.2,Diesel,2.1,/ad/25277626
 C Class,2016," £17,280",Semi-Auto,"44,335",n/a,£30,64.2,Diesel,2.1,/ad/25277631
 C Class,2019," £19,980",Semi-Auto,"14,203",n/a,£145,46.3,Petrol,1.5,/ad/25385036
 C Class,2019," £28,980",Semi-Auto,"9,477",n/a,£145,56.5,Diesel,2,/ad/25385038
 C Class,2019," £22,280",Semi-Auto,"19,358",n/a,£145,61.4,Diesel,2,/ad/25385041
 C Class,2019," £26,480",Semi-Auto,"13,708",n/a,£145,61.4,Diesel,2,/ad/25385044
