model,year,price,transmission,mileage,fuelType,engineSize
 Focus,2018,14497,Manual,7255,Petrol,1.0
 Focus,2015,9450,Semi-Auto,20445,Petrol,1.6
 Focus,2015,9495,Manual,20018,Petrol,1.0
 Focus,2018,13750,Manual,13000,Petrol,1.0
 Focus,2017,12050,Automatic,26059,Petrol,1.0
 Focus,2017,11491,Manual,5178,Petrol,1.0
 Focus,2017,12030,Automatic,24776,Petrol,1.5
 Focus,2019,17410,Manual,1546,Petrol,1.0
 Focus,2017,10390,Manual,16122,Petrol,1.0
 Focus,2017,10997,Manual,8915,Petrol,1.0
 Focus,2016,9997,Manual,30085,Diesel,1.5
 Focus,2018,10950,Manual,20191,Petrol,1.0
 Focus,2018,13497,Manual,17804,Petrol,1.0
 Focus,2018,14650,Manual,3943,Petrol,1.0
 Focus,2018,16990,Manual,8348,Petrol,1.0
 Focus,2018,12497,Manual,13589,Petrol,1.0
 Focus,2018,20990,Manual,7122,Petrol,2.0
 Focus,2016,10695,Manual,20408,Petrol,1.0
 Focus,2017,9000,Manual,54900,Diesel,1.5
 Focus,2017,9550,Manual,28414,Diesel,1.5
 Focus,2019,19500,Automatic,10679,Diesel,1.5
 Focus,2019,26250,Manual,3775,Petrol,2.3
 Focus,2017,12250,Manual,14554,Diesel,1.5
 Focus,2017,12750,Manual,3640,Petrol,1.0
 Focus,2017,9997,Manual,29942,Petrol,1.0
 Focus,2018,12497,Manual,24396,Petrol,1.0
 Focus,2019,17270,Manual,5250,Petrol,1.0
 Focus,2019,17390,Manual,2072,Petrol,1.0
 Focus,2019,17470,Manual,1120,Petrol,1.0
 Focus,2019,17470,Manual,1152,Petrol,1.0
 Focus,2019,17320,Manual,3850,Petrol,1.0
 Focus,2018,13999,Semi-Auto,3407,Petrol,1.0
 Focus,2018,13797,Manual,15230,Petrol,1.0
 Focus,2018,14541,Manual,5050,Petrol,1.0
 Focus,2018,11990,Manual,21567,Petrol,1.0
 Focus,2017,10981,Manual,25782,Petrol,1.0
 Focus,2017,10690,Manual,6321,Petrol,1.0
 Focus,2017,8690,Manual,70143,Diesel,1.5
 Focus,2018,11997,Manual,7269,Petrol,1.0
 Focus,2018,13490,Manual,13842,Petrol,1.0
 Focus,2018,15500,Manual,7917,Petrol,1.0
 Focus,2018,13620,Manual,12180,Petrol,1.0
 Focus,2018,16800,Manual,19388,Petrol,1.0
 Focus,2018,14500,Manual,10755,Petrol,1.0
 Focus,2019,16999,Manual,10000,Petrol,1.0
 Focus,2017,10990,Manual,16548,Petrol,1.0
 Focus,2017,12490,Manual,35981,Diesel,1.5
 Focus,2015,9499,Manual,41200,Petrol,1.0
 Focus,2019,18398,Automatic,5949,Diesel,1.5
 Focus,2016,15998,Manual,26950,Petrol,2.0
 Focus,2019,16998,Manual,18040,Petrol,1.0
 Focus,2019,15298,Automatic,13704,Petrol,1.0
 Focus,2017,10750,Manual,33196,Diesel,1.5
 Focus,2015,12500,Manual,58000,Diesel,2.0
 Focus,2015,8465,Semi-Auto,43450,Petrol,1.6
 Focus,2015,14465,Manual,31322,Petrol,2.0
 Focus,2014,7695,Manual,51986,Diesel,1.6
 Focus,2016,8830,Manual,33980,Diesel,1.5
 Focus,2017,8500,Manual,26546,Petrol,1.0
 Focus,2016,22992,Manual,17515,Petrol,2.3
 Focus,2018,11980,Manual,13864,Petrol,1.0
 Focus,2016,9470,Manual,40519,Diesel,1.5
 Focus,2015,7590,Manual,52671,Diesel,1.6
 Focus,2019,19790,Manual,8686,Diesel,1.5
 Focus,2016,10991,Manual,3125,Petrol,1.0
 Focus,2019,20491,Manual,10699,Petrol,1.5
 Focus,2019,20090,Automatic,10352,Diesel,2.0
 Focus,2016,9400,Manual,32718,Diesel,1.5
 Focus,2016,9191,Manual,27763,Petrol,1.0
 Focus,2019,15300,Manual,5660,Petrol,1.0
 Focus,2019,17410,Manual,1714,Petrol,1.0
 Focus,2017,16950,Manual,30815,Petrol,2.0
 Focus,2016,10297,Automatic,10442,Petrol,1.0
 Focus,2017,10891,Manual,15725,Petrol,1.0
 Focus,2017,15087,Manual,54631,Diesel,2.0
 Focus,2016,14500,Manual,35000,Petrol,2.0
 Focus,2013,5290,Manual,65607,Petrol,1.0
 Focus,2016,8249,Manual,34887,Petrol,1.0
 Focus,2017,9900,Manual,26345,Petrol,1.0
 Focus,2017,8790,Manual,41093,Diesel,1.5
 Focus,2019,18000,Manual,8985,Petrol,1.0
 Focus,2017,11700,Manual,26807,Petrol,1.0
 Focus,2018,13500,Manual,21825,Diesel,1.5
 Focus,2018,13750,Manual,7565,Diesel,1.5
 Focus,2017,11291,Manual,17555,Diesel,1.5
 Focus,2018,13790,Manual,19910,Petrol,1.5
 Focus,2019,17499,Manual,13462,Petrol,1.0
 Focus,2018,13990,Manual,9500,Petrol,1.0
 Focus,2016,10990,Manual,30353,Diesel,1.5
 Focus,2020,18999,Automatic,2683,Petrol,1.0
 Focus,2018,13498,Manual,11206,Petrol,1.0
 Focus,2017,10380,Manual,22945,Petrol,1.0
 Focus,2018,13250,Manual,14984,Petrol,1.0
 Focus,2019,16998,Manual,16410,Petrol,1.0
 Focus,2018,13998,Manual,9303,Petrol,1.0
 Focus,2019,19898,Automatic,4166,Diesel,2.0
 Focus,2018,21798,Manual,3774,Petrol,2.0
 Focus,2017,10998,Manual,24014,Diesel,1.5
 Focus,2019,14798,Manual,18443,Petrol,1.0
 Focus,2017,11498,Manual,22876,Diesel,1.5
 Focus,2016,8398,Manual,31221,Petrol,1.0
 Focus,2017,9795,Semi-Auto,31100,Petrol,1.0
 Focus,2018,14000,Semi-Auto,15983,Diesel,1.5
 Focus,2014,7000,Manual,25462,Diesel,1.6
 Focus,2017,16000,Manual,17000,Petrol,2.0
 Focus,2017,12990,Manual,11233,Diesel,1.5
 Focus,2016,9298,Manual,46377,Diesel,1.5
 Focus,2019,15498,Manual,15538,Petrol,1.0
 Focus,2015,8998,Manual,25171,Diesel,1.5
 Focus,2015,7298,Manual,44149,Petrol,1.0
 Focus,2018,10998,Manual,21456,Petrol,1.0
 Focus,2017,10698,Manual,41068,Diesel,1.5
 Focus,2016,9599,Manual,25625,Diesel,1.5
 Focus,2016,9200,Manual,43792,Petrol,1.0
 Focus,2018,13500,Manual,24417,Petrol,1.0
 Focus,2017,11000,Manual,10053,Petrol,1.0
 Focus,2019,20695,Automatic,1561,Diesel,2.0
 Focus,2018,14700,Manual,5726,Petrol,1.0
 Focus,2019,14698,Manual,17640,Petrol,1.0
 Focus,2018,16998,Manual,8488,Diesel,2.0
 Focus,2016,8998,Semi-Auto,31501,Petrol,1.0
 Focus,2018,17750,Manual,9836,Diesel,2.0
 Focus,2018,11500,Manual,8286,Petrol,1.0
 Focus,2017,9300,Manual,29652,Petrol,1.0
 Focus,2017,9997,Manual,34606,Petrol,1.0
 Focus,2017,10997,Manual,18980,Petrol,1.0
 Focus,2017,10797,Manual,16546,Petrol,1.0
 Focus,2016,23997,Manual,28170,Petrol,2.3
 Focus,2019,15690,Manual,10000,Diesel,1.5
 Focus,2020,22990,Automatic,185,Diesel,1.5
 Focus,2018,16998,Manual,10213,Petrol,1.0
 Focus,2018,12995,Manual,7804,Petrol,1.0
 Focus,2019,15495,Manual,15149,Diesel,1.5
 Focus,2015,7995,Manual,48000,Diesel,1.5
 Focus,2015,6990,Manual,66992,Diesel,1.5
 Focus,2017,10345,Manual,31913,Diesel,1.5
 Focus,2016,9499,Manual,35529,Petrol,1.0
 Focus,2017,27497,Manual,1973,Petrol,2.3
 Focus,2016,11280,Manual,10492,Petrol,1.0
 Focus,2016,10995,Manual,25325,Petrol,1.0
 Focus,2019,16000,Automatic,10738,Diesel,1.5
 Focus,2013,9730,Manual,48425,Petrol,2.0
 Focus,2015,7871,Manual,37012,Petrol,1.0
 Focus,2016,15291,Manual,36706,Diesel,2.0
 Focus,2017,10950,Manual,27086,Petrol,1.0
 Focus,2015,7600,Manual,46660,Diesel,1.5
 Focus,2018,12000,Manual,11285,Petrol,1.0
 Focus,2014,8698,Manual,23540,Petrol,1.0
 Focus,2017,13298,Manual,9162,Petrol,1.5
 Focus,2019,14598,Manual,13882,Petrol,1.0
 Focus,2019,18999,Manual,2200,Petrol,1.0
 Focus,2014,6701,Manual,50000,Diesel,1.6
 Focus,2014,6780,Manual,44081,Petrol,1.0
 Focus,2015,8000,Manual,51194,Diesel,1.5
 Focus,2019,17981,Manual,3892,Diesel,1.5
 Focus,2017,10997,Manual,6348,Petrol,1.0
 Focus,2018,11490,Manual,14991,Petrol,1.0
 Focus,2017,16690,Manual,24692,Petrol,2.0
 Focus,2017,11841,Manual,17434,Petrol,1.0
 Focus,2017,10497,Manual,33274,Petrol,1.0
 Focus,2017,10997,Manual,18676,Petrol,1.0
 Focus,2017,15490,Manual,17988,Petrol,2.0
 Focus,2017,11390,Manual,19419,Petrol,1.0
 Focus,2015,8151,Manual,65121,Diesel,1.5
 Focus,2017,17750,Manual,19510,Diesel,2.0
 Focus,2019,17520,Manual,3758,Petrol,1.0
 Focus,2019,19230,Manual,2894,Petrol,1.0
 Focus,2019,17390,Manual,3058,Petrol,1.0
 Focus,2018,11999,Manual,30699,Petrol,1.5
 Focus,2019,17300,Manual,5294,Petrol,1.0
 Focus,2019,16730,Manual,4725,Petrol,1.0
 Focus,2019,17410,Manual,2117,Petrol,1.0
 Focus,2019,17520,Manual,4892,Petrol,1.0
 Focus,2019,17390,Manual,2905,Petrol,1.0
 Focus,2018,15500,Manual,10286,Petrol,1.0
 Focus,2017,11200,Manual,11133,Diesel,1.5
 Focus,2019,26030,Manual,3919,Petrol,2.3
 Focus,2018,12999,Manual,12428,Petrol,1.0
 Focus,2017,11253,Manual,9793,Petrol,1.0
 Focus,2018,16750,Manual,10561,Petrol,1.0
 Focus,2018,14497,Manual,18608,Petrol,1.0
 Focus,2015,7981,Manual,40000,Petrol,1.0
 Focus,2017,10760,Manual,29891,Petrol,1.0
 Focus,2015,7830,Manual,50124,Diesel,1.5
 Focus,2018,12390,Manual,3345,Petrol,1.0
 Focus,2017,9500,Manual,21861,Diesel,1.5
 Focus,2018,19450,Manual,12250,Petrol,2.0
 Focus,2019,17450,Manual,4650,Petrol,1.0
 Focus,2018,12950,Manual,21149,Petrol,1.0
 Focus,2017,8950,Manual,35450,Petrol,1.0
 Focus,2019,14450,Manual,8508,Petrol,1.0
 Focus,2014,7950,Manual,23691,Petrol,1.0
 Focus,2017,10450,Manual,29254,Petrol,1.0
 Focus,2017,11450,Manual,20266,Petrol,1.0
 Focus,2017,10497,Manual,19686,Petrol,1.0
 Focus,2017,9774,Manual,26437,Petrol,1.0
 Focus,2017,10990,Manual,9667,Petrol,1.0
 Focus,2018,18250,Manual,20132,Petrol,2.0
 Focus,2018,13497,Manual,12928,Petrol,1.0
 Focus,2018,13997,Manual,17734,Petrol,1.0
 Focus,2018,11497,Manual,16558,Petrol,1.0
 Focus,2013,6100,Manual,48659,Petrol,1.0
 Focus,2013,5960,Manual,55253,Diesel,1.6
 Focus,2014,7676,Manual,35201,Petrol,1.0
 Focus,2016,14237,Manual,25780,Diesel,2.0
 Focus,2018,14280,Manual,8900,Petrol,1.0
 Focus,2013,5902,Manual,57890,Diesel,1.6
 Focus,2019,13990,Manual,15178,Petrol,1.0
 Focus,2018,13650,Manual,8761,Petrol,1.0
 Focus,2018,13250,Manual,13638,Petrol,1.0
 Focus,2018,10750,Manual,18954,Petrol,1.0
 Focus,2017,10950,Manual,15640,Petrol,1.0
 Focus,2017,10950,Manual,14301,Petrol,1.0
 Focus,2018,12950,Manual,15442,Petrol,1.0
 Focus,2018,10999,Manual,12528,Petrol,1.0
 Focus,2018,12250,Manual,8586,Petrol,1.0
 Focus,2017,11450,Manual,18095,Petrol,1.0
 Focus,2017,17950,Manual,27188,Petrol,2.0
 Focus,2017,11350,Manual,11892,Petrol,1.0
 Focus,2018,13950,Manual,10467,Petrol,1.0
 Focus,2019,19300,Automatic,2662,Diesel,1.5
 Focus,2019,20390,Automatic,6644,Diesel,2.0
 Focus,2017,12950,Manual,14842,Petrol,1.0
 Focus,2017,10250,Manual,24659,Diesel,1.5
 Focus,2018,13157,Manual,12967,Petrol,1.0
 Focus,2017,10750,Manual,14436,Petrol,1.0
 Focus,2017,12247,Manual,9865,Petrol,1.0
 Focus,2017,9999,Manual,20613,Petrol,1.0
 Focus,2018,13617,Manual,7166,Petrol,1.0
 Focus,2018,17450,Manual,9633,Diesel,2.0
 Focus,2018,19766,Manual,5071,Petrol,2.0
 Focus,2019,16450,Manual,6108,Petrol,1.0
 Focus,2018,11250,Manual,12302,Petrol,1.0
 Focus,2019,15950,Manual,6283,Petrol,1.0
 Focus,2018,13450,Manual,19729,Petrol,1.0
 Focus,2016,11450,Manual,16006,Petrol,1.0
 Focus,2019,15750,Manual,4637,Petrol,1.0
 Focus,2018,13450,Manual,17897,Petrol,1.0
 Focus,2019,16950,Manual,9212,Petrol,1.0
 Focus,2018,12650,Manual,18442,Petrol,1.0
 Focus,2017,11999,Manual,14662,Petrol,1.0
 Focus,2019,17200,Manual,6984,Diesel,1.5
 Focus,2019,17800,Manual,4487,Diesel,2.0
 Focus,2017,12410,Manual,4948,Diesel,1.5
 Focus,2016,7500,Manual,70709,Diesel,1.5
 Focus,2019,15920,Manual,4798,Petrol,1.0
 Focus,2017,10490,Manual,21044,Petrol,1.0
 Focus,2018,16950,Manual,7687,Petrol,1.0
 Focus,2017,10997,Manual,21136,Petrol,1.0
 Focus,2019,15490,Manual,7885,Diesel,1.5
 Focus,2019,17790,Manual,5920,Petrol,1.0
 Focus,2017,9620,Automatic,25668,Petrol,1.0
 Focus,2017,10490,Manual,14576,Petrol,1.0
 Focus,2018,13341,Manual,14064,Petrol,1.0
 Focus,2018,12997,Manual,7888,Petrol,1.0
 Focus,2017,10490,Manual,28310,Petrol,1.0
 Focus,2017,9990,Manual,14205,Petrol,1.0
 Focus,2017,12997,Manual,9612,Petrol,1.0
 Focus,2017,18690,Manual,16967,Petrol,2.0
 Focus,2016,9059,Manual,57477,Diesel,1.5
 Focus,2019,17520,Manual,7562,Petrol,1.0
 Focus,2019,17890,Automatic,11834,Diesel,2.0
 Focus,2013,6921,Manual,24433,Diesel,1.6
 Focus,2019,17520,Manual,2798,Petrol,1.0
 Focus,2019,17520,Manual,4792,Petrol,1.0
 Focus,2019,17520,Manual,6871,Petrol,1.0
 Focus,2019,21972,Manual,1011,Petrol,1.0
 Focus,2019,19000,Manual,4753,Petrol,1.0
 Focus,2019,19000,Manual,3400,Petrol,1.0
 Focus,2019,15597,Manual,7231,Petrol,1.0
 Focus,2016,16597,Manual,19065,Petrol,2.0
 Focus,2018,14497,Manual,4212,Petrol,1.0
 Focus,2018,10597,Manual,17916,Petrol,1.0
 Focus,2016,7897,Manual,52570,Diesel,1.5
 Focus,2013,5297,Manual,69420,Petrol,1.0
 Focus,2018,12950,Manual,15916,Petrol,1.0
 Focus,2019,21995,Manual,10,Petrol,1.0
 Focus,2019,16495,Automatic,11689,Petrol,1.0
 Focus,2019,16995,Manual,10000,Diesel,1.5
 Focus,2018,11490,Manual,17152,Petrol,1.0
 Focus,2019,15990,Manual,12814,Diesel,1.5
 Focus,2018,18990,Manual,11350,Diesel,2.0
 Focus,2018,12595,Manual,13768,Petrol,1.0
 Focus,2018,13995,Manual,11612,Petrol,1.0
 Focus,2018,19698,Manual,20145,Petrol,2.0
 Focus,2017,9798,Manual,32160,Petrol,1.0
 Focus,2015,8798,Manual,33539,Diesel,1.5
 Focus,2018,15490,Manual,26491,Diesel,1.5
 Focus,2017,13990,Manual,10000,Petrol,1.0
 Focus,2019,15995,Manual,10279,Petrol,1.0
 Focus,2017,10595,Manual,28303,Diesel,1.5
 Focus,2013,5995,Manual,77886,Diesel,1.6
 Focus,2018,17290,Manual,9954,Petrol,1.0
 Focus,2019,14498,Manual,12739,Petrol,1.0
 Focus,2017,10998,Manual,7426,Petrol,1.0
 Focus,2017,17998,Manual,16001,Diesel,2.0
 Focus,2016,14998,Manual,41157,Petrol,2.0
 Focus,2016,13498,Manual,44106,Diesel,2.0
 Focus,2016,15998,Manual,26023,Diesel,2.0
 Focus,2018,18998,Manual,18003,Diesel,2.0
 Focus,2018,13498,Manual,15012,Petrol,1.0
 Focus,2016,8895,Manual,25487,Petrol,1.0
 Focus,2017,16500,Manual,21617,Diesel,2.0
 Focus,2017,11900,Manual,9574,Petrol,1.0
 Focus,2018,12500,Manual,19730,Petrol,1.0
 Focus,2017,11200,Manual,15410,Diesel,1.5
 Focus,2018,13000,Manual,8026,Petrol,1.0
 Focus,2018,19395,Manual,7506,Diesel,2.0
 Focus,2014,7800,Manual,30500,Diesel,1.6
 Focus,2015,10000,Manual,27097,Diesel,1.5
 Focus,2019,6900,Manual,26443,Petrol,1.0
 Focus,2019,24900,Manual,10836,Diesel,2.0
 Focus,2016,10500,Manual,15610,Petrol,1.0
 Focus,2017,9900,Manual,35452,Diesel,1.5
 Focus,2017,16500,Manual,18549,Petrol,2.0
 Focus,2019,15200,Manual,10648,Petrol,1.0
 Focus,2017,26900,Manual,14929,Petrol,2.3
 Focus,2018,18300,Manual,1694,Petrol,1.5
 Focus,2018,15000,Manual,2772,Petrol,1.0
 Focus,2018,18000,Manual,2586,Petrol,1.5
 Focus,2018,18990,Manual,8213,Diesel,2.0
 Focus,2019,17590,Manual,12095,Diesel,1.5
 Focus,2017,11998,Manual,9080,Petrol,1.0
 Focus,2016,8498,Manual,49974,Diesel,1.5
 Focus,2017,13298,Manual,8794,Diesel,1.5
 Focus,2018,14495,Manual,16210,Diesel,1.5
 Focus,2018,12795,Manual,18569,Petrol,1.0
 Focus,2019,17495,Manual,11885,Petrol,1.0
 Focus,2019,17495,Manual,11939,Petrol,1.0
 Focus,2017,16000,Manual,23708,Petrol,2.0
 Focus,2019,17995,Manual,90,Petrol,1.0
 Focus,2019,17295,Automatic,3366,Diesel,1.5
 Focus,2018,12995,Manual,18300,Petrol,1.0
 Focus,2018,18295,Manual,21800,Petrol,2.0
 Focus,2018,11995,Manual,24000,Petrol,1.0
 Focus,2018,12395,Manual,21000,Petrol,1.0
 Focus,2020,20491,Automatic,4841,Diesel,1.5
 Focus,2019,15960,Manual,12388,Diesel,1.5
 Focus,2019,15950,Manual,9550,Diesel,1.5
 Focus,2017,10998,Manual,15265,Petrol,1.0
 Focus,2017,10998,Manual,31265,Petrol,1.0
 Focus,2019,16195,Manual,8132,Petrol,1.0
 Focus,2014,6390,Manual,45478,Petrol,1.0
 Focus,2018,13000,Manual,11842,Petrol,1.0
 Focus,2017,17000,Manual,11856,Diesel,2.0
 Focus,2018,12400,Manual,14130,Diesel,1.5
 Focus,2017,8498,Manual,51643,Petrol,1.0
 Focus,2018,13698,Manual,23732,Petrol,1.0
 Focus,2018,18998,Manual,10901,Petrol,2.0
 Focus,2018,15498,Manual,27654,Diesel,1.5
 Focus,2018,11698,Manual,19359,Petrol,1.0
 Focus,2016,10142,Manual,31500,Diesel,1.5
 Focus,2019,16030,Manual,10111,Diesel,1.5
 Focus,2017,13430,Manual,19859,Diesel,1.5
 Focus,2018,17400,Manual,14398,Petrol,2.0
 Focus,2017,15750,Manual,19694,Petrol,2.0
 Focus,2019,15400,Manual,9845,Petrol,1.0
 Focus,2019,15360,Manual,12221,Petrol,1.0
 Focus,2019,15760,Manual,10282,Diesel,1.5
 Focus,2019,15270,Manual,12100,Petrol,1.0
 Focus,2017,10498,Manual,6736,Petrol,1.0
 Focus,2018,18491,Manual,12117,Petrol,2.0
 Focus,2018,11779,Semi-Auto,11011,Petrol,1.0
 Focus,2019,15750,Manual,6388,Diesel,1.5
 Focus,2019,15510,Manual,15811,Diesel,1.5
 Focus,2016,10000,Manual,9012,Petrol,1.0
 Focus,2016,9450,Manual,15545,Diesel,1.5
 Focus,2019,14740,Manual,13451,Petrol,1.0
 Focus,2018,12498,Manual,13559,Petrol,1.0
 Focus,2019,16998,Manual,22859,Petrol,1.0
 Focus,2018,17498,Manual,30690,Diesel,2.0
 Focus,2017,11498,Manual,15430,Diesel,1.5
 Focus,2019,14491,Manual,11325,Petrol,1.0
 Focus,2019,14291,Manual,13649,Petrol,1.0
 Focus,2017,8870,Manual,45151,Diesel,1.5
 Focus,2017,17000,Manual,11518,Petrol,2.0
 Focus,2017,10000,Manual,20533,Petrol,1.0
 Focus,2018,12050,Manual,19460,Petrol,1.5
 Focus,2019,18550,Automatic,5016,Diesel,2.0
 Focus,2015,6730,Manual,65825,Diesel,1.5
 Focus,2017,18610,Manual,10843,Petrol,2.0
 Focus,2017,8540,Manual,35210,Petrol,1.0
 Focus,2019,15580,Manual,5011,Petrol,1.0
 Focus,2018,14370,Manual,7024,Diesel,1.5
 Focus,2017,12430,Semi-Auto,16515,Petrol,1.0
 Focus,2014,8391,Manual,11254,Petrol,1.0
 Focus,2018,11991,Manual,10662,Petrol,1.0
 Focus,2016,9321,Manual,31136,Petrol,1.0
 Focus,2017,10057,Manual,15019,Petrol,1.0
 Focus,2018,17498,Manual,28068,Diesel,2.0
 Focus,2013,6991,Manual,29353,Petrol,1.0
 Focus,2017,18047,Manual,15309,Petrol,2.0
 Focus,2018,12390,Manual,12664,Petrol,1.0
 Focus,2018,12000,Manual,15071,Diesel,1.5
 Focus,2017,10820,Manual,15892,Petrol,1.0
 Focus,2017,17750,Manual,5597,Petrol,2.0
 Focus,2017,9991,Manual,19907,Petrol,1.0
 Focus,2018,13380,Manual,9695,Petrol,1.0
 Focus,2019,14991,Manual,13712,Petrol,1.0
 Focus,2013,6250,Manual,52328,Petrol,1.0
 Focus,2018,13060,Manual,11710,Petrol,1.0
 Focus,2016,9000,Manual,34475,Diesel,1.5
 Focus,2020,20991,Automatic,3767,Diesel,1.5
 Focus,2019,15460,Manual,6810,Petrol,1.0
 Focus,2019,15780,Manual,5372,Diesel,1.5
 Focus,2019,19950,Manual,2583,Petrol,1.5
 Focus,2019,15391,Manual,3591,Petrol,1.0
 Focus,2017,10170,Manual,42903,Diesel,1.5
 Focus,2015,7380,Manual,50360,Diesel,1.5
 Focus,2019,15940,Manual,6259,Diesel,1.5
 Focus,2017,11491,Manual,19399,Diesel,1.5
 Focus,2018,18250,Manual,17227,Petrol,2.0
 Focus,2017,9290,Manual,35006,Petrol,1.0
 Focus,2016,10700,Automatic,25259,Petrol,1.0
 Focus,2014,6791,Manual,44117,Petrol,1.0
 Focus,2019,15470,Manual,5852,Petrol,1.0
 Focus,2019,15470,Manual,3422,Petrol,1.0
 Focus,2019,15390,Manual,10235,Petrol,1.0
 Focus,2019,15590,Manual,6484,Petrol,1.0
 Focus,2019,15590,Manual,8000,Petrol,1.0
 Focus,2017,10731,Manual,16768,Diesel,1.5
 Focus,2018,11250,Manual,7330,Petrol,1.0
 Focus,2016,11220,Manual,21922,Petrol,1.5
 Focus,2017,9551,Manual,49311,Diesel,1.5
 Focus,2016,15795,Manual,18646,Petrol,2.0
 Focus,2018,11397,Manual,14668,Petrol,1.0
 Focus,2017,11697,Manual,20744,Petrol,1.0
 Focus,2014,6997,Manual,37396,Petrol,1.0
 Focus,2019,15497,Manual,1310,Petrol,1.0
 Focus,2018,18367,Manual,21675,Petrol,2.0
 Focus,2019,15170,Manual,11085,Diesel,1.5
 Focus,2019,14390,Manual,11543,Petrol,1.0
 Focus,2020,20390,Automatic,5750,Diesel,1.5
 Focus,2019,17520,Manual,8459,Petrol,1.0
 Focus,2019,17520,Manual,4487,Petrol,1.0
 Focus,2016,8780,Manual,37460,Diesel,1.5
 Focus,2018,18600,Manual,14005,Petrol,2.0
 Focus,2017,18367,Manual,14535,Petrol,2.0
 Focus,2017,17267,Manual,16282,Petrol,2.0
 Focus,2019,17420,Manual,5920,Petrol,1.0
 Focus,2019,17520,Manual,5127,Petrol,1.0
 Focus,2017,17997,Manual,10200,Diesel,2.0
 Focus,2018,11969,Manual,24634,Diesel,1.5
 Focus,2019,15390,Manual,5979,Petrol,1.0
 Focus,2017,8891,Manual,38389,Petrol,1.0
 Focus,2019,16530,Manual,5000,Petrol,1.0
 Focus,2018,11950,Manual,15654,Diesel,1.5
 Focus,2017,11620,Manual,26508,Diesel,1.5
 Focus,2019,15530,Manual,3061,Petrol,1.0
 Focus,2019,15000,Manual,6602,Petrol,1.0
 Focus,2019,24290,Manual,9248,Petrol,2.3
 Focus,2017,10980,Manual,23928,Petrol,1.0
 Focus,2014,10302,Manual,75359,Petrol,2.0
 Focus,2019,15590,Manual,5,Petrol,1.0
 Focus,2019,15390,Manual,6692,Petrol,1.0
 Focus,2019,15310,Manual,11237,Petrol,1.0
 Focus,2018,17797,Manual,19642,Petrol,2.0
 Focus,2016,10291,Manual,25957,Diesel,1.5
 Focus,2013,9891,Manual,64470,Petrol,2.0
 Focus,2018,19491,Manual,10001,Petrol,2.0
 Focus,2016,9910,Manual,56798,Diesel,1.5
 Focus,2017,15670,Manual,29824,Petrol,2.0
 Focus,2015,8270,Manual,33203,Diesel,1.5
 Focus,2016,10491,Manual,30970,Diesel,1.5
 Focus,2017,10991,Manual,29865,Diesel,1.5
 Focus,2017,10995,Manual,21020,Diesel,1.5
 Focus,2017,12995,Manual,13013,Petrol,1.0
 Focus,2018,13250,Manual,7000,Petrol,1.0
 Focus,2018,12591,Manual,32860,Diesel,1.5
 Focus,2017,12380,Automatic,24111,Petrol,1.5
 Focus,2014,8110,Semi-Auto,18234,Petrol,1.6
 Focus,2015,8540,Manual,50004,Diesel,1.5
 Focus,2017,10620,Manual,29475,Diesel,1.5
 Focus,2018,12491,Manual,9712,Petrol,1.0
 Focus,2018,13271,Manual,5467,Petrol,1.0
 Focus,2018,13580,Manual,7983,Petrol,1.0
 Focus,2018,18497,Manual,13169,Petrol,2.0
 Focus,2016,8600,Manual,46923,Diesel,1.5
 Focus,2019,19240,Automatic,13890,Diesel,2.0
 Focus,2019,26230,Manual,3802,Petrol,2.3
 Focus,2015,9380,Manual,21945,Petrol,1.0
 Focus,2018,13350,Semi-Auto,8207,Petrol,1.0
 Focus,2014,7211,Manual,67951,Diesel,2.0
 Focus,2018,18950,Manual,7777,Petrol,2.0
 Focus,2018,16625,Manual,12690,Petrol,1.0
 Focus,2018,13250,Manual,8976,Petrol,1.0
 Focus,2017,16757,Automatic,24187,Diesel,2.0
 Focus,2018,18797,Manual,11597,Diesel,2.0
 Focus,2019,18520,Manual,9435,Petrol,1.5
 Focus,2019,19950,Manual,1103,Petrol,1.5
 Focus,2019,19500,Automatic,5091,Diesel,1.5
 Focus,2019,25520,Manual,6499,Petrol,2.3
 Focus,2019,16890,Manual,9938,Diesel,1.5
 Focus,2017,9740,Manual,40828,Diesel,1.5
 Focus,2017,17750,Manual,7199,Petrol,2.0
 Focus,2015,9880,Semi-Auto,13370,Petrol,1.6
 Focus,2018,13980,Manual,7527,Petrol,1.0
 Focus,2018,11490,Manual,27291,Diesel,1.5
 Focus,2017,11991,Semi-Auto,8805,Petrol,1.0
 Focus,2017,10691,Manual,35978,Diesel,1.5
 Focus,2018,11491,Manual,21289,Petrol,1.0
 Focus,2013,5391,Manual,65824,Petrol,1.6
 Focus,2017,10250,Manual,14950,Petrol,1.0
 Focus,2018,13897,Manual,9174,Petrol,1.0
 Focus,2017,10450,Manual,15267,Petrol,1.0
 Focus,2018,13997,Manual,12655,Petrol,1.0
 Focus,2017,9497,Manual,32688,Petrol,1.0
 Focus,2018,11997,Manual,13146,Petrol,1.0
 Focus,2017,11997,Manual,10708,Petrol,1.0
 Focus,2018,14497,Manual,7066,Petrol,1.0
 Focus,2018,13690,Manual,16286,Diesel,1.5
 Focus,2019,17990,Manual,4877,Petrol,1.0
 Focus,2018,13700,Manual,10606,Petrol,1.0
 Focus,2018,13220,Manual,13892,Diesel,1.5
