model,year,price,transmission,mileage,fuelType,engineSize
 C Class,2019,30675,Automatic,1550,Diesel,2.0
 C Class,2016,16215,Semi-Auto,43559,Diesel,2.1
 C Class,2019,19394,Semi-Auto,14203,Petrol,1.5
 C Class,2016,21995,Semi-Auto,18998,Petrol,2.0
 C Class,2017,19545,Semi-Auto,32000,Diesel,2.1
 C Class,2017,18750,Semi-Auto,30000,Diesel,1.6
 C Class,2017,20995,Semi-Auto,14800,Diesel,2.1
 C Class,2015,16995,Manual,15000,Diesel,2.1
 C Class,2017,23890,Semi-Auto,23479,Petrol,2.0
 C Class,2016,18249,Automatic,36077,Diesel,2.1
 C Class,2017,22479,Semi-Auto,30200,Diesel,2.1
 C Class,2019,23825,Automatic,11135,Petrol,1.5
 C Class,2017,17973,Semi-Auto,69791,Hybrid,2.1
 C Class,2016,16991,Semi-Auto,28500,Diesel,2.1
 C Class,2019,38596,Semi-Auto,2055,Petrol,3.0
 C Class,2019,28382,Automatic,12585,Diesel,2.0
 C Class,2019,24626,Automatic,14923,Diesel,2.0
 C Class,2019,28896,Automatic,5044,Diesel,2.0
 C Class,2018,23500,Automatic,4368,Petrol,1.5
 C Class,2019,26995,Automatic,12725,Petrol,1.5
 C Class,2018,21500,Automatic,15922,Diesel,2.1
 C Class,2018,24750,Automatic,14788,Petrol,1.5
 C Class,2019,31650,Automatic,7546,Petrol,2.0
 C Class,2017,17750,Automatic,15500,Diesel,2.1
 C Class,2016,19995,Semi-Auto,17560,Petrol,2.0
 C Class,2019,26500,Automatic,6902,Petrol,1.5
 C Class,2017,31692,Automatic,38545,Petrol,3.0
 C Class,2016,22999,Semi-Auto,26673,Diesel,2.1
 C Class,2018,26995,Semi-Auto,11209,Diesel,2.0
 C Class,2017,22995,Automatic,20362,Diesel,2.1
 C Class,2017,23995,Automatic,14952,Petrol,2.0
 C Class,2017,20495,Semi-Auto,12505,Diesel,2.1
 C Class,2016,16495,Semi-Auto,28304,Diesel,1.6
 C Class,2017,20495,Semi-Auto,13400,Petrol,2.0
 C Class,2019,31276,Automatic,5999,Petrol,2.0
 C Class,2018,27832,Automatic,11847,Diesel,2.0
 C Class,2017,16202,Automatic,67665,Diesel,2.1
 C Class,2017,16442,Automatic,58687,Diesel,2.1
 C Class,2019,31650,Automatic,4216,Petrol,2.0
 C Class,2016,21750,Automatic,15664,Petrol,2.0
 C Class,2013,8991,Semi-Auto,47334,Diesel,2.1
 C Class,2017,16491,Semi-Auto,32434,Diesel,2.1
 C Class,2019,25695,Semi-Auto,2000,Petrol,1.5
 C Class,2020,29999,Semi-Auto,100,Diesel,2.0
 C Class,2018,26690,Automatic,16132,Diesel,2.0
 C Class,2019,25990,Automatic,13275,Diesel,2.0
 C Class,2015,15849,Semi-Auto,44012,Diesel,2.1
 C Class,2016,17999,Semi-Auto,18246,Petrol,2.0
 C Class,2018,19998,Semi-Auto,11468,Petrol,2.0
 C Class,2015,15990,Automatic,43120,Diesel,2.1
 C Class,2018,21960,Semi-Auto,31639,Diesel,2.0
 C Class,2016,16960,Automatic,21821,Diesel,2.1
 C Class,2015,17441,Semi-Auto,49910,Diesel,2.1
 C Class,2017,31741,Semi-Auto,13500,Petrol,3.0
 C Class,2013,9991,Semi-Auto,66419,Petrol,1.6
 C Class,2019,25122,Semi-Auto,13852,Diesel,2.0
 C Class,2017,19762,Automatic,36047,Diesel,2.1
 C Class,2018,23456,Automatic,26723,Diesel,2.1
 C Class,2019,67940,Automatic,237,Petrol,4.0
 C Class,2017,27526,Automatic,15958,Petrol,3.0
 C Class,2015,16122,Semi-Auto,46522,Diesel,1.6
 C Class,2019,41870,Automatic,7226,Diesel,2.0
 C Class,2016,22991,Semi-Auto,9443,Petrol,2.0
 C Class,2017,28672,Automatic,25048,Petrol,3.0
 C Class,2015,12980,Semi-Auto,46500,Diesel,2.1
 C Class,2017,20990,Semi-Auto,26675,Diesel,2.1
 C Class,2018,23990,Automatic,11387,Diesel,2.0
 C Class,2019,23990,Automatic,15257,Petrol,1.5
 C Class,2019,23990,Automatic,14271,Petrol,1.5
 C Class,2019,23290,Automatic,4693,Petrol,1.5
 C Class,2018,23990,Automatic,12220,Petrol,1.5
 C Class,2019,28990,Semi-Auto,17743,Diesel,2.0
 C Class,2018,27990,Automatic,8400,Diesel,2.0
 C Class,2019,26990,Semi-Auto,12043,Diesel,2.0
 C Class,2018,25990,Automatic,12298,Petrol,1.5
 C Class,2019,29990,Automatic,12986,Diesel,2.0
 C Class,2016,17990,Semi-Auto,51300,Diesel,2.1
 C Class,2017,17990,Semi-Auto,19627,Petrol,2.0
 C Class,2017,23290,Automatic,23183,Diesel,2.1
 C Class,2017,22290,Automatic,34587,Diesel,2.1
 C Class,2013,9991,Manual,39187,Petrol,1.6
 C Class,2016,17991,Automatic,29446,Petrol,2.0
 C Class,2018,22032,Automatic,13558,Petrol,1.5
 C Class,2018,28342,Semi-Auto,10025,Petrol,2.0
 C Class,2018,28752,Semi-Auto,8786,Diesel,2.0
 C Class,2019,23995,Automatic,14141,Petrol,1.5
 C Class,2017,18299,Semi-Auto,36152,Petrol,2.0
 C Class,2019,25499,Semi-Auto,13896,Petrol,1.5
 C Class,2019,29999,Automatic,5283,Diesel,2.0
 C Class,2019,26999,Semi-Auto,3218,Diesel,1.6
 C Class,2019,30499,Semi-Auto,11159,Diesel,2.0
 C Class,2019,25799,Automatic,7508,Diesel,2.0
 C Class,2017,18999,Semi-Auto,9198,Petrol,2.0
 C Class,2019,31299,Semi-Auto,4233,Diesel,2.0
 C Class,2019,25390,Semi-Auto,7945,Petrol,1.6
 C Class,2019,24290,Semi-Auto,5542,Petrol,1.6
 C Class,2019,35991,Automatic,5376,Petrol,3.0
 C Class,2019,35791,Automatic,2910,Diesel,2.0
 C Class,2018,26492,Semi-Auto,28801,Diesel,2.1
 C Class,2020,33991,Semi-Auto,1000,Diesel,2.0
 C Class,2020,40991,Semi-Auto,1000,Diesel,2.0
 C Class,2020,34991,Semi-Auto,1000,Petrol,2.0
 C Class,2015,18736,Semi-Auto,27276,Petrol,2.0
 C Class,2019,30492,Automatic,3592,Petrol,2.0
 C Class,2019,27616,Automatic,5111,Petrol,2.0
 C Class,2016,14441,Semi-Auto,49101,Petrol,2.0
 C Class,2019,26396,Automatic,2638,Petrol,1.5
 C Class,2016,21502,Semi-Auto,17109,Diesel,2.1
 C Class,2016,25932,Semi-Auto,24420,Petrol,2.0
 C Class,2017,32552,Semi-Auto,22914,Petrol,3.0
 C Class,2019,31499,Automatic,3010,Diesel,2.0
 C Class,2019,21749,Automatic,5184,Petrol,1.5
 C Class,2019,28995,Automatic,4505,Diesel,2.0
 C Class,2018,19995,Automatic,2077,Diesel,1.6
 C Class,2019,36995,Automatic,100,Petrol,1.5
 C Class,2019,37250,Automatic,3147,Diesel,2.0
 C Class,2016,16750,Automatic,24909,Diesel,1.6
 C Class,2018,23995,Automatic,14876,Petrol,2.0
 C Class,2017,20490,Semi-Auto,50232,Diesel,2.1
 C Class,2019,48990,Semi-Auto,800,Petrol,3.0
 C Class,2019,32490,Automatic,2600,Diesel,2.0
 C Class,2020,33990,Semi-Auto,100,Diesel,2.0
 C Class,2019,28990,Automatic,5000,Petrol,1.6
 C Class,2019,46390,Automatic,2750,Petrol,3.0
 C Class,2019,37990,Automatic,2750,Diesel,2.0
 C Class,2019,31990,Automatic,100,Diesel,2.0
 C Class,2016,17590,Automatic,13020,Petrol,2.0
 C Class,2016,17750,Semi-Auto,22090,Diesel,2.1
 C Class,2017,16860,Semi-Auto,33964,Diesel,2.1
 C Class,2015,13100,Automatic,63955,Diesel,2.1
 C Class,2016,19000,Semi-Auto,37956,Hybrid,2.0
 C Class,2017,23000,Semi-Auto,17125,Petrol,2.0
 C Class,2018,19995,Semi-Auto,43288,Diesel,2.1
 C Class,2017,19000,Semi-Auto,20070,Diesel,2.1
 C Class,2016,18790,Semi-Auto,25441,Hybrid,2.0
 C Class,2018,18700,Automatic,28629,Diesel,2.1
 C Class,2019,31999,Automatic,4999,Diesel,2.0
 C Class,2019,30999,Automatic,4999,Petrol,1.5
 C Class,2019,32495,Automatic,4999,Diesel,2.0
 C Class,2019,32499,Automatic,2767,Diesel,2.0
 C Class,2019,38999,Automatic,4300,Petrol,3.0
 C Class,2019,28799,Automatic,3489,Petrol,1.6
 C Class,2017,22995,Semi-Auto,38471,Diesel,2.1
 C Class,2019,24999,Semi-Auto,14822,Petrol,1.5
 C Class,2019,24999,Automatic,11574,Petrol,1.5
 C Class,2017,23295,Automatic,25876,Diesel,2.1
 C Class,2019,31995,Semi-Auto,7992,Diesel,2.0
 C Class,2019,28999,Semi-Auto,6700,Diesel,2.0
 C Class,2016,21133,Semi-Auto,46080,Diesel,2.1
 C Class,2019,31990,Automatic,20,Petrol,1.5
 C Class,2019,34790,Automatic,3000,Diesel,2.0
 C Class,2019,23499,Automatic,14651,Petrol,1.5
 C Class,2018,27991,Semi-Auto,5386,Diesel,2.1
 C Class,2019,36791,Automatic,6664,Diesel,2.0
 C Class,2019,33790,Automatic,6325,Petrol,1.5
 C Class,2019,39790,Automatic,3700,Diesel,2.0
 C Class,2019,36791,Automatic,1765,Petrol,1.5
 C Class,2016,21991,Semi-Auto,26483,Diesel,2.1
 C Class,2019,23410,Semi-Auto,10218,Petrol,1.5
 C Class,2019,23250,Semi-Auto,9169,Petrol,1.5
 C Class,2020,39991,Semi-Auto,1173,Diesel,2.0
 C Class,2017,22052,Automatic,13567,Diesel,2.1
 C Class,2017,22495,Semi-Auto,13919,Diesel,2.1
 C Class,2019,25995,Semi-Auto,7868,Diesel,1.6
 C Class,2019,23900,Semi-Auto,14755,Petrol,1.5
 C Class,2019,29900,Semi-Auto,1342,Petrol,2.0
 C Class,2019,39400,Semi-Auto,11838,Petrol,3.0
 C Class,2019,27400,Semi-Auto,11723,Diesel,2.0
 C Class,2019,32900,Semi-Auto,3579,Petrol,2.0
 C Class,2020,34900,Semi-Auto,3478,Petrol,2.0
 C Class,2016,15900,Manual,9870,Diesel,1.6
 C Class,2018,20690,Semi-Auto,15900,Petrol,2.0
 C Class,2019,29775,Semi-Auto,5059,Diesel,2.0
 C Class,2019,22956,Automatic,13002,Diesel,2.0
 C Class,2019,27992,Semi-Auto,12838,Diesel,2.0
 C Class,2019,25316,Semi-Auto,12695,Petrol,1.5
 C Class,2019,27086,Semi-Auto,5578,Diesel,1.6
 C Class,2019,27776,Semi-Auto,6389,Diesel,2.0
 C Class,2017,18491,Semi-Auto,18390,Petrol,2.0
 C Class,2019,30181,Automatic,1786,Diesel,2.0
 C Class,2018,23480,Automatic,7351,Petrol,2.0
 C Class,2019,22678,Automatic,15133,Diesel,2.0
 C Class,2019,29480,Semi-Auto,3299,Petrol,2.0
 C Class,2018,24546,Automatic,12397,Diesel,2.1
 C Class,2019,24295,Automatic,6063,Petrol,1.5
 C Class,2017,19995,Semi-Auto,43000,Diesel,2.1
 C Class,2017,22995,Semi-Auto,20000,Diesel,2.1
 C Class,2019,26076,Semi-Auto,4510,Diesel,2.0
 C Class,2018,27872,Semi-Auto,14157,Diesel,2.0
 C Class,2018,21342,Semi-Auto,6721,Petrol,1.5
 C Class,2019,25980,Semi-Auto,9156,Diesel,2.0
 C Class,2019,26280,Semi-Auto,11923,Diesel,2.0
 C Class,2019,26795,Semi-Auto,22000,Diesel,2.0
 C Class,2020,33995,Semi-Auto,30,Diesel,2.0
 C Class,2019,25400,Semi-Auto,14682,Petrol,1.5
 C Class,2019,22900,Semi-Auto,21481,Petrol,1.5
 C Class,2020,33400,Semi-Auto,213,Diesel,2.0
 C Class,2019,28900,Semi-Auto,1416,Petrol,2.0
 C Class,2018,22900,Semi-Auto,23831,Diesel,2.1
 C Class,2019,29995,Semi-Auto,6828,Petrol,2.0
 C Class,2019,30910,Semi-Auto,11810,Diesel,2.0
 C Class,2017,20991,Semi-Auto,26000,Hybrid,2.1
 C Class,2017,24132,Semi-Auto,12586,Diesel,2.1
 C Class,2019,36991,Automatic,3498,Diesel,2.0
 C Class,2019,28706,Semi-Auto,1808,Diesel,1.6
 C Class,2017,25402,Semi-Auto,16212,Petrol,2.0
 C Class,2015,22402,Semi-Auto,21123,Diesel,2.1
 C Class,2017,23952,Automatic,20142,Diesel,2.1
 C Class,2016,17443,Semi-Auto,55877,Diesel,2.1
 C Class,2018,18700,Semi-Auto,26765,Diesel,2.1
 C Class,2019,25446,Automatic,16281,Petrol,1.5
 C Class,2019,22444,Automatic,5526,Petrol,1.5
 C Class,2016,31342,Automatic,34587,Petrol,3.0
 C Class,2017,23056,Automatic,23378,Diesel,2.1
 C Class,2015,16732,Automatic,33350,Diesel,2.1
 C Class,2018,22805,Automatic,11259,Diesel,2.1
 C Class,2017,21700,Semi-Auto,23114,Diesel,2.1
 C Class,2016,30480,Semi-Auto,51218,Petrol,4.0
 C Class,2020,47980,Semi-Auto,4462,Petrol,3.0
 C Class,2018,22498,Semi-Auto,3900,Diesel,2.1
 C Class,2016,16452,Semi-Auto,69564,Diesel,2.1
 C Class,2018,23781,Semi-Auto,25111,Petrol,2.0
 C Class,2015,19995,Semi-Auto,39000,Diesel,2.1
 C Class,2018,34995,Semi-Auto,8294,Petrol,3.0
 C Class,2017,43082,Automatic,16386,Petrol,4.0
 C Class,2017,19000,Semi-Auto,20070,Diesel,2.1
 C Class,2014,12900,Semi-Auto,24600,Petrol,1.6
 C Class,2017,21998,Semi-Auto,15935,Diesel,2.1
 C Class,2019,26998,Semi-Auto,6926,Diesel,2.0
 C Class,2014,14498,Semi-Auto,49152,Diesel,2.1
 C Class,2015,17998,Semi-Auto,24209,Diesel,2.1
 C Class,2017,18298,Semi-Auto,38195,Diesel,2.1
 C Class,2016,19998,Semi-Auto,34850,Hybrid,2.0
 C Class,2018,16498,Semi-Auto,27342,Diesel,2.1
 C Class,2017,37946,Automatic,24711,Petrol,4.0
 C Class,2016,13412,Semi-Auto,54546,Petrol,2.0
 C Class,2017,22597,Semi-Auto,23366,Diesel,2.1
 C Class,2015,16270,Automatic,38444,Petrol,2.0
 C Class,2017,22162,Semi-Auto,48142,Diesel,2.1
 C Class,2017,17681,Semi-Auto,16607,Petrol,2.0
 C Class,2017,33322,Semi-Auto,32376,Petrol,4.0
 C Class,2019,26356,Semi-Auto,4128,Diesel,2.0
 C Class,2014,14990,Semi-Auto,57499,Diesel,2.1
 C Class,2015,14490,Semi-Auto,51866,Diesel,2.1
 C Class,2016,13680,Manual,40880,Diesel,1.6
 C Class,2019,23490,Semi-Auto,14833,Diesel,2.0
 C Class,2017,20990,Semi-Auto,30447,Diesel,2.1
 C Class,2018,20490,Semi-Auto,11773,Petrol,2.0
 C Class,2017,18990,Semi-Auto,41935,Diesel,2.1
 C Class,2019,24490,Semi-Auto,6247,Diesel,2.0
 C Class,2016,20990,Semi-Auto,14704,Petrol,2.0
 C Class,2019,31890,Automatic,1499,Petrol,2.0
 C Class,2019,29890,Automatic,1499,Diesel,1.6
 C Class,2019,33490,Semi-Auto,2440,Diesel,2.0
 C Class,2016,24950,Semi-Auto,17635,Diesel,2.1
 C Class,2017,23450,Automatic,18199,Diesel,2.1
 C Class,2016,19440,Semi-Auto,29409,Hybrid,2.0
 C Class,2017,19945,Semi-Auto,16425,Diesel,1.6
 C Class,2019,34255,Semi-Auto,2088,Petrol,2.0
 C Class,2019,26750,Automatic,2591,Petrol,1.5
 C Class,2019,29450,Automatic,7275,Diesel,2.0
 C Class,2016,11525,Manual,61633,Petrol,2.0
 C Class,2019,23254,Automatic,12605,Diesel,2.0
 C Class,2017,20495,Automatic,26367,Petrol,2.0
 C Class,2015,17435,Automatic,33384,Diesel,2.1
 C Class,2016,23060,Semi-Auto,27830,Diesel,2.1
 C Class,2016,18498,Semi-Auto,30490,Hybrid,2.0
 C Class,2016,14998,Semi-Auto,66732,Hybrid,2.1
 C Class,2016,15495,Automatic,72676,Hybrid,2.0
 C Class,2013,11900,Semi-Auto,33925,Petrol,1.6
 C Class,2019,44000,Semi-Auto,3999,Petrol,3.0
 C Class,2019,30500,Semi-Auto,2105,Diesel,2.0
 C Class,2016,17450,Semi-Auto,21875,Diesel,1.6
 C Class,2016,10749,Manual,91751,Diesel,2.1
 C Class,2015,13999,Manual,42407,Diesel,2.1
 C Class,2019,28480,Semi-Auto,1998,Diesel,1.6
 C Class,2019,28480,Semi-Auto,1998,Petrol,1.5
 C Class,2019,29480,Semi-Auto,1998,Petrol,1.5
 C Class,2019,26480,Semi-Auto,15006,Diesel,2.0
 C Class,2019,25980,Semi-Auto,12436,Petrol,1.5
 C Class,2019,26980,Semi-Auto,11423,Diesel,2.0
 C Class,2019,25980,Semi-Auto,12810,Petrol,1.5
 C Class,2018,19980,Semi-Auto,26119,Diesel,2.1
 C Class,2019,27980,Semi-Auto,4833,Diesel,1.6
 C Class,2018,24600,Semi-Auto,8223,Diesel,2.1
 C Class,2019,23480,Semi-Auto,14402,Diesel,2.0
 C Class,2016,16690,Semi-Auto,14314,Diesel,1.6
 C Class,2019,23799,Automatic,5762,Petrol,1.5
 C Class,2018,21299,Semi-Auto,5628,Diesel,2.1
 C Class,2017,19795,Semi-Auto,21000,Diesel,2.1
 C Class,2017,19995,Semi-Auto,36814,Petrol,2.0
 C Class,2016,15429,Semi-Auto,50446,Diesel,1.6
 C Class,2019,29495,Automatic,4999,Diesel,2.0
 C Class,2016,21995,Semi-Auto,13457,Diesel,2.1
 C Class,2019,26995,Semi-Auto,6447,Diesel,2.0
 C Class,2014,16999,Semi-Auto,33593,Diesel,2.1
 C Class,2015,18799,Semi-Auto,37890,Diesel,2.1
 C Class,2014,13490,Semi-Auto,68422,Diesel,2.1
 C Class,2013,9990,Semi-Auto,41842,Diesel,2.1
 C Class,2017,18490,Semi-Auto,46430,Diesel,2.1
 C Class,2013,9990,Semi-Auto,41841,Diesel,2.1
 C Class,2014,13490,Semi-Auto,68422,Diesel,2.1
 C Class,2019,40000,Semi-Auto,4504,Petrol,3.0
 C Class,2019,29980,Semi-Auto,1998,Petrol,1.5
 C Class,2019,24680,Semi-Auto,10795,Petrol,1.5
 C Class,2019,20980,Semi-Auto,13253,Diesel,2.0
 C Class,2019,27000,Semi-Auto,7721,Petrol,2.0
 C Class,2019,22980,Semi-Auto,7442,Petrol,1.5
 C Class,2018,33980,Semi-Auto,13983,Petrol,3.0
 C Class,2017,14690,Manual,41814,Diesel,1.6
 C Class,2019,29496,Automatic,6052,Diesel,2.0
 C Class,2019,23995,Semi-Auto,10441,Petrol,1.5
 C Class,2019,25799,Automatic,2177,Petrol,1.5
 C Class,2019,30899,Automatic,860,Petrol,1.5
 C Class,2019,28499,Automatic,2646,Petrol,1.5
 C Class,2019,29499,Automatic,1676,Diesel,2.0
 C Class,2019,30799,Automatic,1812,Petrol,1.5
 C Class,2019,31999,Automatic,1097,Diesel,2.0
 C Class,2019,26599,Automatic,1566,Diesel,1.6
 C Class,2019,31999,Semi-Auto,5110,Petrol,2.0
 C Class,2019,28299,Automatic,1142,Petrol,2.0
 C Class,2019,28000,Automatic,584,Diesel,2.0
 C Class,2019,27000,Automatic,1196,Petrol,1.5
 C Class,2020,31480,Semi-Auto,19,Diesel,2.0
 C Class,2020,30480,Semi-Auto,1989,Diesel,2.0
 C Class,2019,41500,Semi-Auto,2317,Petrol,3.0
 C Class,2019,44480,Semi-Auto,1752,Petrol,3.0
 C Class,2016,17980,Semi-Auto,39025,Petrol,2.0
 C Class,2017,17480,Semi-Auto,38546,Diesel,2.1
 C Class,2018,19980,Semi-Auto,3891,Petrol,1.5
 C Class,2017,19480,Semi-Auto,16419,Diesel,2.1
 C Class,2017,19680,Semi-Auto,16852,Diesel,2.1
 C Class,2017,19280,Semi-Auto,43855,Diesel,2.1
 C Class,2017,22480,Semi-Auto,19560,Diesel,2.1
 C Class,2019,22980,Semi-Auto,16302,Petrol,1.5
 C Class,2019,23480,Semi-Auto,10934,Petrol,1.5
 C Class,2019,19980,Semi-Auto,14379,Petrol,1.5
 C Class,2020,42980,Semi-Auto,3999,Petrol,3.0
 C Class,2019,19980,Semi-Auto,14285,Petrol,1.5
 C Class,2019,29999,Semi-Auto,5276,Diesel,2.0
 C Class,2019,26479,Semi-Auto,7578,Petrol,1.5
 C Class,2019,19980,Semi-Auto,13936,Petrol,1.5
 C Class,2018,19480,Semi-Auto,15096,Diesel,2.0
 C Class,2019,24980,Semi-Auto,4737,Petrol,1.5
 C Class,2019,24980,Semi-Auto,6894,Petrol,1.5
 C Class,2016,34380,Semi-Auto,15554,Petrol,3.0
 C Class,2018,25280,Automatic,4944,Diesel,2.1
 C Class,2019,30000,Semi-Auto,9062,Diesel,2.0
 C Class,2019,24980,Automatic,7811,Petrol,1.5
 C Class,2016,18480,Automatic,25845,Diesel,2.1
 C Class,2016,17280,Semi-Auto,44335,Diesel,2.1
 C Class,2019,19980,Semi-Auto,14203,Petrol,1.5
 C Class,2019,28980,Semi-Auto,9477,Diesel,2.0
 C Class,2019,22280,Semi-Auto,19358,Diesel,2.0
 C Class,2019,26480,Semi-Auto,13708,Diesel,2.0
 C Class,2019,26480,Semi-Auto,14636,Diesel,2.0
 C Class,2019,25980,Semi-Auto,14284,Diesel,2.0
 C Class,2019,26980,Semi-Auto,9477,Diesel,2.0
 C Class,2019,25780,Semi-Auto,16900,Petrol,1.5
 C Class,2019,19980,Semi-Auto,14568,Petrol,1.5
 C Class,2019,33780,Semi-Auto,1980,Petrol,1.5
 C Class,2019,29980,Semi-Auto,2986,Diesel,2.0
 C Class,2019,31480,Semi-Auto,2090,Petrol,1.5
 C Class,2019,31980,Semi-Auto,3162,Petrol,1.5
 C Class,2019,30500,Semi-Auto,4010,Diesel,2.0
 C Class,2019,30480,Semi-Auto,4688,Diesel,2.0
 C Class,2019,33480,Semi-Auto,2330,Diesel,2.0
 C Class,2019,29980,Semi-Auto,2190,Diesel,2.0
 C Class,2019,29980,Semi-Auto,2143,Diesel,1.6
 C Class,2019,21480,Manual,2332,Petrol,1.6
 C Class,2016,16980,Semi-Auto,17259,Diesel,2.1
 C Class,2016,16020,Manual,11972,Diesel,1.6
 C Class,2016,16991,Semi-Auto,57881,Diesel,2.1
 C Class,2018,42525,Semi-Auto,10467,Petrol,4.0
 C Class,2017,21220,Semi-Auto,32228,Diesel,2.1
 C Class,2017,26455,Automatic,8514,Diesel,2.1
 C Class,2015,19825,Automatic,58873,Diesel,2.1
 C Class,2017,21544,Automatic,16900,Diesel,2.1
 C Class,2019,35500,Automatic,2001,Diesel,2.0
 C Class,2019,35250,Automatic,2001,Diesel,2.0
 C Class,2019,31980,Semi-Auto,1854,Petrol,1.5
 C Class,2019,30980,Semi-Auto,1995,Diesel,2.0
 C Class,2019,29480,Semi-Auto,2998,Petrol,1.5
 C Class,2019,39500,Semi-Auto,3466,Petrol,3.0
 C Class,2019,26680,Semi-Auto,16548,Petrol,1.5
 C Class,2016,18780,Semi-Auto,38436,Hybrid,2.0
 C Class,2019,33283,Automatic,6388,Diesel,2.0
 C Class,2019,29650,Automatic,4501,Diesel,2.0
 C Class,2019,65000,Semi-Auto,3398,Petrol,4.0
 C Class,2019,29885,Automatic,6435,Petrol,2.0
 C Class,2019,29945,Automatic,5877,Petrol,2.0
 C Class,2017,23965,Automatic,22919,Petrol,2.0
 C Class,2018,27725,Automatic,13037,Diesel,2.0
 C Class,2019,28315,Semi-Auto,10042,Diesel,2.0
 C Class,2016,25290,Automatic,23274,Petrol,2.0
 C Class,2019,28450,Automatic,4001,Diesel,2.0
 C Class,2017,14680,Manual,32910,Diesel,2.1
 C Class,2017,22980,Semi-Auto,22894,Petrol,2.0
 C Class,2017,19980,Semi-Auto,22422,Diesel,2.1
 C Class,2017,18980,Semi-Auto,23589,Diesel,2.1
 C Class,2017,19980,Semi-Auto,29198,Diesel,2.1
 C Class,2017,24480,Automatic,19402,Petrol,2.0
 C Class,2017,19980,Automatic,46295,Diesel,2.1
 C Class,2016,29780,Semi-Auto,26057,Petrol,3.0
 C Class,2019,29480,Semi-Auto,34,Petrol,1.5
 C Class,2017,24980,Automatic,18941,Diesel,2.1
 C Class,2017,23980,Automatic,13973,Diesel,2.1
 C Class,2019,29500,Semi-Auto,6643,Petrol,2.0
 C Class,2019,27480,Semi-Auto,5090,Diesel,2.0
 C Class,2017,23415,Semi-Auto,6955,Diesel,2.1
 C Class,2019,29500,Semi-Auto,6922,Petrol,2.0
 C Class,2019,23980,Semi-Auto,13864,Diesel,2.0
 C Class,2019,25080,Semi-Auto,3131,Petrol,1.5
 C Class,2019,26980,Semi-Auto,15275,Petrol,2.0
 C Class,2016,16680,Semi-Auto,45588,Diesel,2.1
 C Class,2018,22980,Semi-Auto,11827,Diesel,2.1
 C Class,2019,39000,Semi-Auto,2857,Petrol,3.0
 C Class,2019,29980,Semi-Auto,3049,Diesel,2.0
 C Class,2019,29980,Semi-Auto,1568,Diesel,1.6
 C Class,2017,22980,Semi-Auto,29909,Diesel,2.1
 C Class,2016,18780,Semi-Auto,40197,Hybrid,2.0
 C Class,2019,30980,Semi-Auto,1250,Diesel,2.0
 C Class,2018,28480,Semi-Auto,3748,Petrol,1.5
 C Class,2019,20480,Semi-Auto,14568,Petrol,1.5
 C Class,2019,27280,Semi-Auto,7268,Petrol,1.5
 C Class,2019,27980,Semi-Auto,10982,Petrol,1.5
 C Class,2019,24980,Semi-Auto,7043,Petrol,1.5
 C Class,2019,28180,Automatic,5477,Diesel,2.1
 C Class,2019,23680,Semi-Auto,3436,Petrol,1.5
 C Class,2019,44480,Semi-Auto,9103,Petrol,3.0
 C Class,2019,34480,Semi-Auto,3446,Petrol,1.5
 C Class,2019,25780,Semi-Auto,14843,Diesel,2.0
 C Class,2017,21500,Semi-Auto,9238,Petrol,2.0
 C Class,2019,33842,Semi-Auto,3950,Petrol,2.0
 C Class,2019,34987,Automatic,2791,Diesel,2.0
 C Class,2019,44987,Automatic,1843,Petrol,3.0
 C Class,2014,14732,Semi-Auto,38824,Diesel,2.1
 C Class,2018,19056,Automatic,25833,Petrol,2.0
 C Class,2017,20672,Semi-Auto,22842,Diesel,2.1
 C Class,2017,33612,Automatic,20134,Petrol,3.0
 C Class,2017,16991,Semi-Auto,41603,Diesel,2.1
 C Class,2015,19990,Semi-Auto,37000,Hybrid,2.1
 C Class,2019,27890,Semi-Auto,8317,Diesel,2.0
 C Class,2015,14490,Semi-Auto,58502,Diesel,2.1
 C Class,2017,18490,Semi-Auto,25584,Petrol,2.0
 C Class,2016,13600,Manual,46384,Petrol,2.0
 C Class,2018,22980,Semi-Auto,18285,Diesel,2.1
 C Class,2019,44480,Semi-Auto,1752,Petrol,3.0
 C Class,2017,15980,Manual,34691,Diesel,2.1
 C Class,2019,45980,Semi-Auto,3999,Petrol,3.0
 C Class,2019,29980,Semi-Auto,8202,Petrol,1.5
 C Class,2014,11750,Semi-Auto,77043,Diesel,2.1
 C Class,2014,13290,Semi-Auto,46078,Petrol,2.0
 C Class,2019,29950,Semi-Auto,9613,Diesel,2.0
 C Class,2014,11750,Semi-Auto,77043,Diesel,2.1
 C Class,2019,27990,Semi-Auto,5550,Diesel,2.0
 C Class,2017,16690,Semi-Auto,30199,Diesel,2.1
 C Class,2019,22890,Automatic,6037,Petrol,1.5
 C Class,2019,28990,Automatic,5450,Diesel,2.0
 C Class,2019,19690,Automatic,13337,Diesel,2.0
 C Class,2019,29480,Semi-Auto,13757,Petrol,1.5
 C Class,2015,14500,Semi-Auto,54000,Diesel,2.1
 C Class,2020,35491,Semi-Auto,2669,Diesel,2.0
 C Class,2017,24502,Semi-Auto,22079,Diesel,2.1
 C Class,2017,20491,Semi-Auto,27993,Diesel,2.1
 C Class,2019,41491,Automatic,2430,Diesel,2.0
 C Class,2017,18258,Semi-Auto,51304,Diesel,2.1
